model_seed,reset_seed,time,action_distance,rectangle,current_class_min_y,endpoint_ball_min_y,all_maps_min_y,corner_distance,upper_rectangle,vertical_contains_anchor,anchor_down,correction_down,proposal_down,emitted_down,proposal_enters_descent,emitted_enters_descent,clipping_raises_y,clipping_blocks_entry,proposal_wrong_x,current_class_can_move_down,current_class_can_enter,endpoint_ball_can_enter,full_map_can_enter,fixed_vertical_matrix_enters,fixed_vertical_matrix_moves_down
1,51000007,1,1.0697845562098833,0,3.0,2.6376051902770996,2.6376051902770996,0.44619769102431595,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000008,1,1.4804556629285597,0,3.0,2.4594509601593018,2.4594509601593018,0.7502573019947021,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000009,1,1.3110473712271358,0,3.0,2.624556303024292,2.624556303024292,0.6973817853168374,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000012,1,1.4840589333163716,0,3.0,2.402437686920166,2.402437686920166,0.7207659158675241,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000014,1,1.3629665174190664,0,3.0,2.6584019660949707,2.6584019660949707,0.8009713683815329,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000015,2,1.3670803650933088,0,3.0,2.430617332458496,2.430617332458496,0.6763310391677821,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000016,1,1.2883389796381486,0,3.0,2.3924062252044678,2.3924062252044678,0.5104050291961917,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000017,1,1.3766228816292687,0,3.0,2.7299680709838867,2.7299680709838867,0.8451236178435759,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000018,1,1.6711471675322704,0,3.0,2.268781900405884,2.268781900405884,0.7808586752999863,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000019,1,1.1900027443873151,0,3.0,2.6632730960845947,2.6632730960845947,0.5912553660192347,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000020,1,1.254082693313616,0,3.0,2.6326744556427,2.6326744556427,0.6847893977365664,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000021,1,1.4501443460674825,0,3.0,2.5958831310272217,2.5958831310272217,0.8341421680598752,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000023,1,1.7166196396096722,0,3.0,2.4669580459594727,2.4669580459594727,1.0371632815144125,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000024,1,1.2835747359409981,0,3.0,2.6470930576324463,2.6470930576324463,0.6885486083750488,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000025,1,1.3138968461248546,0,3.0,2.5618650913238525,2.5618650913238525,0.6783239429307427,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000026,1,1.442207533491996,0,3.0,2.428023338317871,2.428023338317871,0.6786909521973937,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000027,1,1.672097102822924,0,3.0,2.411391258239746,2.411391258239746,0.9245881850291817,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000028,1,1.7527618945494656,0,3.0,2.3118069171905518,2.3118069171905518,0.8942403585868153,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
1,51000029,1,1.1990210621005633,0,3.0,2.7174782752990723,2.7174782752990723,0.6270197095904652,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000030,1,1.161396046737898,0,3.0,2.704782485961914,2.704782485961914,0.6584318112233438,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
1,51000030,10,1.3116010604378279,0,3.0,2.896165609359741,2.896165609359741,0.8961656093597412,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True
1,51000030,11,0.9659478206988757,0,3.011490390742164,3.011490390742164,3.011490390742164,0.97743821144104,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1,51000030,12,1.4394552416764461,0,3.0,2.999999761581421,2.999999761581421,0.9825910834076389,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True
1,51000031,1,1.350215389377026,0,3.0,2.605870008468628,2.605870008468628,0.720031179237477,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True
