source,stratum,epsilon,event,zero_denominators,physical_count,physical_median,physical_p90,physical_p95,physical_p99,physical_p99_9,physical_max,physical_above_1,physical_above_1.05,physical_above_1.25,physical_above_2,physical_above_5,visible_count,visible_median,visible_p90,visible_p95,visible_p99,visible_p99_9,visible_max,visible_above_1,visible_above_1.05,visible_above_1.25,visible_above_2,visible_above_5
natural,wall_near,0.003,collision_unchanged,0,96,0.9999999999991465,1.000000000000629,1.0000000000006661,1.0000000000009528,1.000000000003326,1.0000000000035898,0.0,0.0,0.0,0.0,0.0,96,0.999947388966896,1.0000069936116898,1.0000173729281188,1.0000840486214606,1.000086224686364,1.0000864664713534,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.001,all,0,96,0.9999999999974669,1.0000000000021023,1.0000000000022204,1.0000000000024847,1.0000000000029106,1.0000000000029579,0.0,0.0,0.0,0.0,0.0,96,0.9998487409729341,1.0000467300415585,1.0000553537023202,1.0001778602601143,1.0003817081451514,1.0004043579101554,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.001,preserving,0,96,0.9999999999974669,1.0000000000021023,1.0000000000022204,1.0000000000024847,1.0000000000029106,1.0000000000029579,0.0,0.0,0.0,0.0,0.0,96,0.9998487409729341,1.0000467300415585,1.0000553537023202,1.0001778602601143,1.0003817081451514,1.0004043579101554,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.001,collision_unchanged,0,96,0.9999999999974669,1.0000000000021023,1.0000000000022204,1.0000000000024847,1.0000000000029106,1.0000000000029579,0.0,0.0,0.0,0.0,0.0,96,0.9998487409729341,1.0000467300415585,1.0000553537023202,1.0001778602601143,1.0003817081451514,1.0004043579101554,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.1,all,0,96,1.0000000000000004,1.000000000000023,1.0000000000000264,1.0000000000000517,1.000000000000065,1.0000000000000666,0.0,0.0,0.0,0.0,0.0,96,0.9999993979223964,1.0000014305114746,1.0000015484741815,1.0000018164584072,1.0000020492197204,1.0000020750820884,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.1,preserving,0,96,1.0000000000000004,1.000000000000023,1.0000000000000264,1.0000000000000517,1.000000000000065,1.0000000000000666,0.0,0.0,0.0,0.0,0.0,96,0.9999993979223964,1.0000014305114746,1.0000015484741815,1.0000018164584072,1.0000020492197204,1.0000020750820884,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.1,collision_changed,0,3,0.03108882575985569,0.07883075104534362,0.08479849170602961,0.08957268423457841,0.0906468775535019,0.0907662323667156,0.0,0.0,0.0,0.0,0.0,3,0.0310894983116259,0.07883183329226623,0.08479962516484625,0.08957385866291029,0.09064806119997472,0.0907674170374263,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.1,collision_unchanged,0,93,1.0000000000000016,1.0000000000000233,1.0000000000000273,1.0000000000000522,1.000000000000065,1.0000000000000666,0.0,0.0,0.0,0.0,0.0,93,0.9999994624908743,1.0000014305114748,1.0000015661675203,1.000001824625471,1.0000020500364266,1.0000020750820884,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.03,all,0,96,1.0000000000000098,1.000000000000038,1.0000000000000553,1.0000000000000902,1.0000000000001155,1.0000000000001183,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000038165080323,1.0000059653443758,1.0000070006301875,1.0000071206471135,1.0000071339823275,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.03,preserving,0,96,1.0000000000000098,1.000000000000038,1.0000000000000553,1.0000000000000902,1.0000000000001155,1.0000000000001183,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000038165080323,1.0000059653443758,1.0000070006301875,1.0000071206471135,1.0000071339823275,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.03,collision_unchanged,0,96,1.0000000000000098,1.000000000000038,1.0000000000000553,1.0000000000000902,1.0000000000001155,1.0000000000001183,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000038165080323,1.0000059653443758,1.0000070006301875,1.0000071206471135,1.0000071339823275,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.01,all,0,96,0.9999999999998894,1.000000000000281,1.000000000000333,1.0000000000003424,1.0000000000004812,1.0000000000004965,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000094332795766,1.000015593345236,1.0000233214012395,1.0000307294229989,1.0000315525365278,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.01,preserving,0,96,0.9999999999998894,1.000000000000281,1.000000000000333,1.0000000000003424,1.0000000000004812,1.0000000000004965,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000094332795766,1.000015593345236,1.0000233214012395,1.0000307294229989,1.0000315525365278,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.01,collision_unchanged,0,96,0.9999999999998894,1.000000000000281,1.000000000000333,1.0000000000003424,1.0000000000004812,1.0000000000004965,0.0,0.0,0.0,0.0,0.0,96,0.9999990463256827,1.0000094332795766,1.000015593345236,1.0000233214012395,1.0000307294229989,1.0000315525365278,0.0,0.0,0.0,0.0,0.0
natural,pre_hazard,0.003,all,0,96,0.9999999999999092,1.0000000000006661,1.0000000000007994,1.0000000000013223,1.0000000000024165,1.0000000000025382,0.0,0.0,0.0,0.0,0.0,96,1.0000069936116527,1.0000155863447213,1.0000437322853648,1.000086600597399,1.0000888941521473,1.0000891489915638,0.0,0.0,0.0,0.0,0.0
