episode_id,u_side,success,ep_length,dead,collapse_step,fell,fall_step,resim_reliable,first_contact_step,first_zone_entry,zone_exit,handoff_step,max_hforce,pre_contact_speed,n_nudges,n_nudges_recovered,max_x,max_x_pre_handoff,final_goal_dist,fail_step,failure_after_handoff,fall_x,fail_x,fail_y,category
1296,0,0,701,False,-1,False,-1,True,20,57,-1,-1,64.55276489257812,1.0062025785446167,15,1,3.3242697715759277,3.3242697715759277,7.445630073547363,699,False,nan,1.5550024509429932,0.7767214775085449,3_wedged_before_exit
1311,1,1,701,False,-1,False,-1,True,21,52,99,132,86.25212860107422,0.9203798174858093,0,0,8.914570808410645,6.057064533233643,0.2229693979024887,699,True,nan,0.8034664988517761,8.599869728088379,success
1313,1,1,701,False,-1,False,-1,True,19,43,115,142,79.18551635742188,1.4320385456085205,0,0,8.416921615600586,6.066092491149902,0.5558228492736816,699,True,nan,1.1883299350738525,8.789209365844727,success
1315,0,0,701,False,-1,False,-1,True,19,53,320,-1,74.54889678955078,0.9783097505569458,12,2,5.603874206542969,5.603874206542969,8.856948852539062,699,False,nan,4.9635844230651855,1.0020371675491333,3_wedged_before_exit
1319,1,1,701,False,-1,True,511,True,24,38,98,102,96.99870300292969,0.7971223592758179,0,0,8.556450843811035,6.049308776855469,1.151955008506775,699,True,1.0324596166610718,1.6744846105575562,8.693729400634766,success
1339,1,1,701,False,-1,False,-1,True,24,47,157,165,70.72756958007812,0.7123134136199951,1,1,8.436582565307617,6.083794116973877,0.2897798418998718,699,True,nan,0.5662361979484558,8.803683280944824,success
1342,0,1,701,False,-1,False,-1,False,27,46,161,176,55.3651123046875,0.8571969270706177,0,0,8.12955379486084,6.024994850158691,0.7227261066436768,699,True,nan,-0.46742013096809387,9.13300895690918,success
1343,1,1,701,False,-1,False,-1,True,19,77,173,180,65.58534240722656,1.261328101158142,1,1,8.356557846069336,6.040668964385986,0.3036308288574219,699,True,nan,0.8310592770576477,9.365448951721191,success
1358,1,1,701,False,-1,False,-1,True,27,48,154,162,73.32048034667969,0.7039566040039062,0,0,8.804534912109375,6.040290832519531,0.8806579113006592,699,True,nan,0.509594202041626,8.830567359924316,success
1392,1,1,701,False,-1,False,-1,True,23,44,143,159,78.81848907470703,0.8811167478561401,1,1,8.224315643310547,6.000442028045654,0.9118756055831909,699,True,nan,0.5100641250610352,8.746438026428223,success
1396,0,0,701,False,-1,True,272,True,26,51,134,164,48.53091812133789,0.8710207343101501,0,0,8.77164363861084,6.040291786193848,3.7039718627929688,272,True,4.34803581237793,4.34803581237793,9.46553897857666,5_fail_after_handoff
1409,1,1,701,False,-1,False,-1,True,23,42,119,164,84.1791763305664,0.8374605774879456,1,1,9.202184677124023,6.035665988922119,0.207967147231102,699,True,nan,1.0607671737670898,8.575688362121582,success
1410,1,0,701,False,-1,True,127,True,21,49,-1,-1,79.1010971069336,1.1542510986328125,15,0,3.1823441982269287,3.1823441982269287,10.148200035095215,127,False,1.552719235420227,1.552719235420227,-0.8349069952964783,3_wedged_before_exit
1419,1,1,701,False,-1,False,-1,True,25,51,118,153,108.85427856445312,0.40004605054855347,0,0,9.206226348876953,6.029346466064453,0.6500499844551086,699,True,nan,1.3074864149093628,8.883004188537598,success
1424,1,1,701,False,-1,False,-1,True,20,52,122,223,87.68623352050781,1.4208711385726929,2,1,8.26494026184082,6.010109901428223,0.473978728055954,699,True,nan,1.4547737836837769,9.0741605758667,success
