episode_id,u_side,success,ep_length,dead,collapse_step,fell,fall_step,resim_reliable,first_contact_step,first_zone_entry,zone_exit,handoff_step,max_hforce,pre_contact_speed,n_nudges,n_nudges_recovered,max_x,max_x_pre_handoff,final_goal_dist,fail_step,failure_after_handoff,fall_x,fail_x,fail_y,category
304,1,1,701,False,-1,False,-1,False,20,59,206,213,81.26114654541016,1.2065683603286743,1,1,8.957168579101562,6.016130447387695,0.9029445052146912,699,True,nan,0.30573707818984985,8.450526237487793,success
321,0,0,701,False,-1,True,262,True,20,33,-1,-1,85.64473724365234,1.0675102472305298,15,1,4.617349624633789,4.617349624633789,8.548994064331055,262,False,2.9212682247161865,2.9212682247161865,0.9417842030525208,2_fall_litter
324,1,1,701,False,-1,False,-1,False,23,58,110,117,81.52388000488281,0.7138239145278931,0,0,7.7702202796936035,6.029221057891846,0.42312026023864746,699,True,nan,0.7289519906044006,9.010346412658691,success
338,1,1,701,False,-1,False,-1,True,20,40,128,266,75.81568145751953,1.229649543762207,3,2,8.989053726196289,6.069714546203613,1.4805951118469238,699,True,nan,1.877677321434021,8.680251121520996,success
340,1,0,127,True,125,False,-1,True,24,46,-1,-1,91.20620727539062,0.7572059035301208,0,0,5.387928009033203,5.387928009033203,9.619437217712402,125,False,nan,5.387928009033203,-0.32906046509742737,1_collapse_litter
346,0,1,701,False,-1,True,542,True,19,64,227,269,70.0624008178711,1.023047685623169,1,1,8.242683410644531,6.002941131591797,1.330201268196106,699,True,1.3174608945846558,1.8212106227874756,8.591950416564941,success
355,1,0,164,True,162,False,-1,True,23,63,-1,-1,92.81037139892578,1.0495370626449585,0,0,4.974020957946777,4.974020957946777,9.756271362304688,162,False,nan,4.974020957946777,-0.36295774579048157,1_collapse_litter
392,1,0,58,True,56,False,-1,True,22,40,-1,-1,86.71569061279297,0.8534811735153198,0,0,3.1521644592285156,3.1521644592285156,8.839847564697266,56,False,nan,3.081131935119629,-0.28478121757507324,1_collapse_litter
407,0,1,701,False,-1,True,529,True,19,63,182,237,49.224185943603516,0.8704657554626465,2,2,8.730379104614258,6.059543132781982,0.5712205171585083,699,True,1.2823439836502075,1.344783902168274,8.736625671386719,success
425,1,1,701,False,-1,False,-1,True,22,54,133,141,104.99078369140625,0.7424376606941223,1,1,8.223747253417969,6.043609142303467,0.8786740899085999,699,True,nan,0.9371961355209351,8.972576141357422,success
438,0,1,701,False,-1,False,-1,True,22,40,106,115,99.82022094726562,0.8178501725196838,0,0,8.636274337768555,6.051848411560059,0.597423791885376,699,True,nan,1.1413702964782715,9.136028289794922,success
442,1,0,701,False,-1,True,404,True,23,42,153,236,86.18167114257812,0.785479724407196,2,0,7.735856056213379,6.010407447814941,3.7194435596466064,404,True,2.6320695877075195,2.6320695877075195,8.982105255126953,5_fail_after_handoff
447,0,1,701,False,-1,False,-1,False,19,38,343,350,121.85013580322266,1.0066431760787964,6,3,8.549880981445312,6.035511493682861,0.8612813353538513,699,True,nan,1.4525831937789917,8.976515769958496,success
448,1,0,478,True,476,False,-1,True,20,49,129,302,97.65849304199219,1.3291804790496826,4,1,6.128355026245117,6.045660972595215,9.869643211364746,476,True,nan,5.648415565490723,0.11163019388914108,1_collapse_litter
455,0,1,701,False,-1,False,-1,True,18,66,149,171,64.4105453491211,0.9053946733474731,0,0,8.61429214477539,6.019955158233643,0.28316304087638855,699,True,nan,0.8140913248062134,8.95571231842041,success
463,1,0,96,True,94,False,-1,True,23,54,-1,-1,87.50698852539062,0.7382785081863403,0,0,3.30755615234375,3.30755615234375,9.223668098449707,94,False,nan,2.792215347290039,-0.25216373801231384,1_collapse_litter
468,0,0,38,True,36,False,-1,True,23,-1,-1,-1,84.45954895019531,0.8482353091239929,0,0,2.1939234733581543,2.1939234733581543,9.033021926879883,36,False,nan,2.1528537273406982,0.03734787926077843,1_collapse_litter
469,1,0,219,True,217,False,-1,True,20,47,147,184,84.39875793457031,1.3277744054794312,1,1,6.024191379547119,6.005030632019043,9.89802360534668,217,True,nan,5.394683837890625,-0.13473013043403625,1_collapse_litter
488,1,1,701,False,-1,False,-1,True,23,44,144,150,62.12419509887695,1.1109906435012817,1,1,8.227898597717285,6.007842540740967,0.5577464699745178,699,True,nan,0.9697259068489075,8.112054824829102,success
509,0,0,242,True,240,False,-1,True,22,40,-1,-1,83.94340515136719,0.9641231298446655,4,0,3.078634023666382,3.078634023666382,9.168546676635742,240,False,nan,2.556326389312744,0.14459913969039917,1_collapse_litter
510,0,0,701,False,-1,False,-1,True,20,46,-1,-1,54.6179313659668,1.038338303565979,15,1,3.773099184036255,3.773099184036255,8.39108657836914,699,False,nan,3.547356367111206,0.9807165861129761,3_wedged_before_exit
531,1,0,701,False,-1,False,-1,False,24,59,176,-1,86.74537658691406,1.212857961654663,12,1,5.94825553894043,5.94825553894043,9.770916938781738,699,False,nan,5.9043192863464355,0.43470749258995056,3_wedged_before_exit
534,1,0,701,False,-1,False,-1,True,27,56,146,264,62.72748565673828,1.0445246696472168,2,1,6.043295383453369,6.0230793952941895,9.615216255187988,699,True,nan,5.693809986114502,0.2674175798892975,4_cleared_timeout
539,0,0,701,False,-1,False,-1,False,22,54,-1,-1,77.47775268554688,0.9901812076568604,14,1,3.622199773788452,3.622199773788452,7.894289016723633,699,False,nan,1.2445275783538818,0.9545789361000061,3_wedged_before_exit
540,0,1,701,False,-1,False,-1,True,26,63,237,250,48.74765396118164,0.8674494028091431,2,1,7.711370468139648,6.023854732513428,0.1812589019536972,699,True,nan,0.2538006901741028,8.539448738098145,success
547,1,1,701,False,-1,False,-1,True,23,34,99,105,83.28014373779297,0.7911368012428284,0,0,8.420498847961426,6.000980377197266,0.2574537694454193,699,True,nan,0.5818567872047424,8.539823532104492,success
555,1,1,701,False,-1,False,-1,True,23,53,153,164,59.393165588378906,0.9518700838088989,0,0,9.028380393981934,6.004212379455566,0.08031286299228668,699,True,nan,1.2585153579711914,8.863517761230469,success
563,1,1,701,False,-1,False,-1,True,22,46,163,169,95.45221710205078,0.24254107475280762,1,1,9.025662422180176,6.011383533477783,0.3341400921344757,699,True,nan,1.3399916887283325,8.59588623046875,success
568,0,1,701,False,-1,False,-1,True,22,33,166,187,86.38677978515625,0.8654112219810486,1,1,7.702075481414795,6.0146074295043945,0.3314344882965088,699,True,nan,0.34666356444358826,8.871591567993164,success
578,1,0,701,False,-1,True,417,True,23,51,110,144,84.29468536376953,0.9058392643928528,0,0,9.09744930267334,6.066572666168213,2.6580846309661865,417,True,2.4639811515808105,2.4639811515808105,8.760017395019531,5_fail_after_handoff
582,1,1,701,False,-1,False,-1,True,23,49,156,171,77.1755142211914,1.0094462633132935,1,1,7.654759407043457,6.000472545623779,0.9452775716781616,699,True,nan,1.8430451154708862,8.954585075378418,success
583,0,0,701,False,-1,False,-1,True,19,47,-1,-1,59.35906219482422,1.016789436340332,14,0,4.239164352416992,4.239164352416992,7.669255256652832,699,False,nan,3.1441006660461426,1.025586724281311,3_wedged_before_exit
588,1,1,701,False,-1,True,564,True,27,51,165,183,86.95673370361328,0.7592118978500366,1,1,8.9459228515625,6.020015239715576,1.226852536201477,699,True,0.9907846450805664,1.2505967617034912,7.660769939422607,success
590,0,0,283,True,281,False,-1,True,26,51,-1,-1,92.37113952636719,0.881288468837738,4,1,5.228260040283203,5.228260040283203,9.853907585144043,281,False,nan,5.210231304168701,0.33896738290786743,1_collapse_litter
599,0,0,701,False,-1,False,-1,True,26,49,-1,-1,71.48091888427734,0.8817310333251953,15,2,4.04501485824585,4.04501485824585,8.364500999450684,699,False,nan,3.0502185821533203,1.093719720840454,3_wedged_before_exit
616,0,0,701,False,-1,True,418,True,31,76,173,-1,73.33668518066406,0.7290224432945251,13,0,5.916256904602051,5.916256904602051,10.23712158203125,418,False,5.454322814941406,5.454322814941406,-0.32601696252822876,2_fall_litter
630,0,0,701,False,-1,False,-1,True,27,57,-1,-1,80.41389465332031,0.8243345618247986,13,3,4.561607360839844,4.561607360839844,9.196358680725098,699,False,nan,4.5307230949401855,0.5620680451393127,3_wedged_before_exit
631,1,1,701,False,-1,False,-1,True,23,44,130,136,92.49483489990234,0.8827213048934937,1,1,8.298101425170898,6.070594310760498,0.4330817759037018,699,True,nan,1.460802435874939,8.533183097839355,success
641,0,1,701,False,-1,False,-1,True,23,44,357,378,83.5072250366211,0.8545742630958557,6,2,8.62211799621582,6.010356426239014,0.7399430871009827,699,True,nan,0.8774436712265015,8.834978103637695,success
652,0,0,701,False,-1,True,282,True,24,60,249,268,72.33769226074219,0.9528478980064392,3,2,6.437596797943115,6.008159160614014,8.60472297668457,282,True,6.271261692047119,6.271261692047119,1.209731936454773,5_fail_after_handoff
656,0,1,701,False,-1,False,-1,True,25,65,215,254,49.40081024169922,0.8753170371055603,2,1,7.996493339538574,6.01454496383667,0.3477739989757538,699,True,nan,0.7571895718574524,8.949519157409668,success
692,1,1,701,False,-1,False,-1,True,22,36,108,115,55.51847457885742,1.141014575958252,1,1,8.323525428771973,6.013574600219727,1.513388752937317,699,True,nan,-0.9884602427482605,8.97461223602295,success
706,1,1,701,False,-1,False,-1,True,23,57,132,184,68.32542419433594,1.5077425241470337,1,1,8.364437103271484,6.005915641784668,1.772589087486267,699,True,nan,-0.5985689163208008,8.77197265625,success
713,1,1,701,False,-1,False,-1,True,24,57,164,175,80.54824829101562,0.6487106084823608,1,1,8.452544212341309,6.007198333740234,0.4493478536605835,699,True,nan,0.8246814012527466,9.011076927185059,success
725,0,1,701,False,-1,False,-1,True,27,58,207,231,76.74903106689453,0.8879230618476868,2,1,8.66584587097168,6.04249382019043,0.6101995706558228,699,True,nan,0.5284181237220764,8.847575187683105,success
732,0,1,701,False,-1,False,-1,True,18,36,90,180,52.2701301574707,1.058858036994934,2,1,7.985256671905518,6.025365829467773,1.9565943479537964,699,True,nan,1.9783318042755127,7.0719804763793945,success
742,0,0,417,True,415,False,-1,True,21,61,357,-1,95.79241180419922,1.0434157848358154,7,2,5.967748165130615,5.967748165130615,11.011765480041504,415,False,nan,5.944485664367676,-0.543649435043335,1_collapse_litter
759,1,0,672,True,670,False,-1,True,22,40,124,628,108.41592407226562,0.8434202075004578,12,0,6.0758256912231445,6.03756046295166,10.14162826538086,670,True,nan,5.735113620758057,0.2211606353521347,1_collapse_litter
768,0,0,701,False,-1,False,-1,True,28,49,-1,-1,53.85987854003906,0.8582322001457214,14,2,4.464053153991699,4.464053153991699,8.123808860778809,699,False,nan,2.545508623123169,0.920671284198761,3_wedged_before_exit
773,1,0,52,True,50,False,-1,True,24,38,-1,-1,84.9926986694336,0.8039827346801758,0,0,3.221730947494507,3.221730947494507,9.363641738891602,50,False,nan,3.197890520095825,-0.30139490962028503,1_collapse_litter
775,1,0,407,True,405,False,-1,True,22,72,213,281,84.606201171875,0.9683437943458557,4,3,6.038686752319336,6.038686752319336,10.068731307983398,405,True,nan,5.970879554748535,-0.0438324473798275,1_collapse_litter
785,1,1,701,False,-1,False,-1,True,23,45,103,109,106.72200012207031,0.7978426814079285,0,0,8.918217658996582,6.0721869468688965,0.2752264738082886,699,True,nan,0.6494905948638916,8.926512718200684,success
805,0,0,701,False,-1,True,326,True,21,50,-1,-1,90.7638931274414,1.0417429208755493,15,0,3.877119302749634,3.877119302749634,8.099496841430664,326,False,2.7037837505340576,2.7037837505340576,0.3708343207836151,2_fall_litter
812,0,0,107,True,105,False,-1,True,23,-1,-1,-1,94.39041137695312,0.9799576997756958,1,0,2.436286211013794,2.436286211013794,8.962684631347656,105,False,nan,2.436286211013794,-0.17579098045825958,1_collapse_litter
829,1,1,701,False,-1,False,-1,True,26,54,119,126,90.77058410644531,0.8083156943321228,0,0,8.906222343444824,6.028757095336914,1.2987194061279297,699,True,nan,-0.31034934520721436,8.75846004486084,success
861,1,1,701,False,-1,False,-1,True,22,62,144,156,62.617435455322266,1.010614275932312,0,0,8.244086265563965,6.00435209274292,0.9088131189346313,699,True,nan,1.4470385313034058,8.972295761108398,success
867,1,0,701,False,-1,False,-1,False,27,43,146,249,91.20339965820312,0.9230948090553284,2,0,6.009944915771484,6.009944915771484,9.485751152038574,699,True,nan,5.748356342315674,0.5958124995231628,4_cleared_timeout
880,1,1,701,False,-1,False,-1,True,29,51,137,150,70.12311553955078,0.9607740640640259,1,1,9.17105484008789,6.024484634399414,0.4351354241371155,699,True,nan,0.6139373183250427,8.79216480255127,success
881,0,0,701,False,-1,True,235,True,22,73,-1,-1,98.3368148803711,0.8210434913635254,14,0,3.054314374923706,3.054314374923706,8.811540603637695,235,False,2.489095449447632,2.489095449447632,0.5575160980224609,2_fall_litter
888,1,1,701,False,-1,True,281,True,22,40,135,152,62.0166015625,0.6797294020652771,0,0,8.05997085571289,6.055696964263916,1.2706085443496704,699,True,1.815087914466858,2.3943541049957275,8.461953163146973,success
898,0,1,701,False,-1,False,-1,True,25,99,155,161,82.88912200927734,0.7980971932411194,1,1,7.626564025878906,6.0069355964660645,0.0752013623714447,699,True,nan,0.8017795085906982,8.874526977539062,success
904,0,1,701,False,-1,True,620,True,22,59,136,147,36.2700309753418,0.8740370869636536,0,0,8.030797004699707,6.019302845001221,0.14710767567157745,699,True,0.57353276014328,0.16190439462661743,8.924882888793945,success
905,1,0,701,False,-1,True,149,True,23,77,119,139,65.76991271972656,0.8078221678733826,1,1,8.246914863586426,6.020011901855469,11.85333251953125,149,True,7.410068511962891,7.410068511962891,-0.6110014319419861,5_fail_after_handoff
912,0,0,701,False,-1,True,116,True,21,55,-1,-1,69.17591857910156,0.9885334372520447,15,1,3.3810412883758545,3.3810412883758545,8.12148666381836,116,False,3.3637897968292236,3.3637897968292236,0.701172947883606,2_fall_litter
914,0,0,139,True,137,False,-1,True,19,47,-1,-1,82.61134338378906,0.9463515877723694,2,0,2.9495956897735596,2.9495956897735596,8.623565673828125,137,False,nan,2.615398406982422,-0.06735333055257797,1_collapse_litter
921,0,1,701,False,-1,True,699,True,20,67,205,247,77.77359771728516,1.0657826662063599,2,1,8.615530014038086,6.038224220275879,0.6150721907615662,699,True,-0.17515026032924652,-0.17515026032924652,9.1378173828125,success
933,0,0,701,False,-1,False,-1,True,23,39,189,-1,96.44541931152344,0.9236950874328613,13,2,5.731438636779785,5.731438636779785,8.902060508728027,699,False,nan,5.3990678787231445,0.6462078094482422,3_wedged_before_exit
938,0,0,701,False,-1,False,-1,False,20,44,204,-1,75.69637298583984,0.7137088179588318,14,1,5.863391399383545,5.863391399383545,8.592082977294922,699,False,nan,4.097317695617676,0.8890214562416077,3_wedged_before_exit
969,0,0,701,False,-1,False,-1,True,23,54,-1,-1,75.24727630615234,0.9570415616035461,14,0,4.193095684051514,4.193095684051514,8.719077110290527,699,False,nan,1.9565740823745728,0.6856536269187927,3_wedged_before_exit
989,1,1,701,False,-1,True,577,True,25,46,97,340,77.8128433227539,0.9101256132125854,5,1,8.800378799438477,6.009278297424316,3.962953805923462,699,True,4.204777240753174,4.282375812530518,8.45707893371582,success
990,0,0,701,False,-1,True,158,True,20,42,-1,-1,49.33140563964844,1.0688049793243408,14,1,4.907077789306641,4.907077789306641,8.513025283813477,158,False,4.5782952308654785,4.5782952308654785,0.4641084671020508,2_fall_litter
1003,1,1,701,False,-1,False,-1,True,24,50,118,456,72.08295440673828,0.9801861643791199,8,3,8.300861358642578,6.0291337966918945,0.36151134967803955,699,True,nan,1.4021233320236206,8.731457710266113,success
1005,1,1,701,False,-1,True,387,True,20,43,119,126,67.17000579833984,1.3763400316238403,0,0,8.88032341003418,6.049363136291504,0.8032580018043518,699,True,1.1887544393539429,-0.16071343421936035,8.722831726074219,success
1008,1,0,73,True,71,False,-1,True,20,55,-1,-1,111.65592956542969,1.3920828104019165,0,0,2.811211585998535,2.811211585998535,9.184588432312012,71,False,nan,2.811211585998535,-0.1608545184135437,1_collapse_litter
1018,0,0,86,True,84,False,-1,True,24,56,-1,-1,86.74778747558594,1.029981017112732,0,0,2.9627509117126465,2.9627509117126465,8.745842933654785,84,False,nan,2.6053526401519775,0.5544638633728027,1_collapse_litter
1025,1,1,701,False,-1,False,-1,True,21,49,129,190,106.56552124023438,0.8120452165603638,1,1,7.8972601890563965,6.013500690460205,1.0953229665756226,699,True,nan,1.6437879800796509,8.645035743713379,success
1028,0,1,701,False,-1,False,-1,True,25,64,201,231,70.27445220947266,0.8357702493667603,1,1,8.893941879272461,6.075135707855225,1.126590609550476,699,True,nan,1.2027651071548462,8.724902153015137,success
1029,1,1,701,False,-1,False,-1,True,23,55,148,163,95.2930908203125,0.9229081869125366,0,0,7.902170658111572,6.060947895050049,0.8641435503959656,699,True,nan,-0.5793377161026001,9.003952980041504,success
1030,1,1,701,False,-1,True,383,True,20,42,110,155,75.8377914428711,1.2725409269332886,0,0,8.764092445373535,6.037626266479492,1.9145411252975464,699,True,-0.12609688937664032,-0.6245346665382385,7.210088729858398,success
1042,1,1,701,False,-1,True,421,True,26,70,145,175,105.06330871582031,0.5329257845878601,0,0,9.06566333770752,6.0023674964904785,2.0077311992645264,699,True,2.280794620513916,2.8486948013305664,8.76733112335205,success
1047,0,1,701,False,-1,True,273,True,22,58,136,165,54.5672607421875,0.9551315307617188,0,0,7.906013011932373,6.012744903564453,1.20088791847229,699,True,-0.5030050277709961,-0.8562017679214478,8.456892967224121,success
1055,1,0,138,True,136,False,-1,True,19,52,-1,-1,92.81732177734375,1.5698301792144775,0,0,4.819289207458496,4.819289207458496,10.735344886779785,136,False,nan,4.819289207458496,-0.3445329964160919,1_collapse_litter
1058,1,0,701,False,-1,False,-1,True,27,63,143,-1,72.70690155029297,0.8536360263824463,13,1,5.984694004058838,5.984694004058838,9.921034812927246,699,False,nan,5.8363566398620605,0.20359335839748383,3_wedged_before_exit
1068,1,1,701,False,-1,False,-1,True,22,48,146,152,81.88277435302734,0.8191755414009094,1,1,9.408133506774902,6.0581955909729,0.3467692732810974,699,True,nan,1.151408314704895,8.801289558410645,success
1078,1,0,701,False,-1,False,-1,True,22,60,179,462,84.24652099609375,0.7460335493087769,7,1,8.976973533630371,6.010730743408203,1.304261326789856,699,True,nan,2.3493106365203857,8.7075834274292,4_cleared_timeout
1079,0,1,701,False,-1,False,-1,True,16,47,275,302,49.02151870727539,0.9971038103103638,4,2,8.006668090820312,6.014307022094727,0.6268573999404907,699,True,nan,0.8507100343704224,7.615813732147217,success
1082,0,1,701,False,-1,False,-1,True,22,97,268,281,102.69524383544922,0.9683628678321838,3,2,8.13241958618164,6.01102352142334,0.4260864555835724,699,True,nan,1.191219449043274,8.710565567016602,success
1090,0,0,701,False,-1,False,-1,True,18,57,-1,-1,70.12187194824219,1.0785093307495117,14,2,3.0842044353485107,3.0842044353485107,8.166046142578125,699,False,nan,2.0536725521087646,1.0159869194030762,3_wedged_before_exit
1110,0,1,701,False,-1,False,-1,True,25,32,113,135,51.727962493896484,1.0530788898468018,0,0,8.701443672180176,6.020138740539551,0.5197382569313049,699,True,nan,1.5956968069076538,8.952802658081055,success
1114,0,1,701,False,-1,True,535,True,21,56,226,231,63.539772033691406,1.1223533153533936,2,1,8.02663516998291,6.008171081542969,3.478318452835083,699,True,3.745919704437256,4.632730484008789,8.309100151062012,success
1123,1,0,97,True,95,False,-1,True,17,37,-1,-1,104.94322204589844,1.5125805139541626,0,0,4.129212856292725,4.129212856292725,9.694727897644043,95,False,nan,4.124471664428711,-0.3049628436565399,1_collapse_litter
1152,1,1,701,False,-1,False,-1,True,19,73,157,174,64.33173370361328,1.4784936904907227,1,1,8.44351863861084,6.026724338531494,0.6453366875648499,699,True,nan,-0.09508438408374786,8.92864990234375,success
1171,0,1,701,False,-1,False,-1,False,21,54,197,262,75.7201919555664,1.025870442390442,2,2,8.752883911132812,6.053473949432373,0.7519173622131348,699,True,nan,1.5048922300338745,8.991693496704102,success
1174,0,0,110,True,108,False,-1,True,27,62,-1,-1,108.20429229736328,0.7657362818717957,1,0,2.8967831134796143,2.8967831134796143,8.688509941101074,108,False,nan,2.4762892723083496,-0.1639501303434372,1_collapse_litter
1184,1,0,701,False,-1,True,149,True,24,45,-1,-1,84.72853088378906,0.9669683575630188,15,0,3.4447989463806152,3.4447989463806152,10.05276870727539,149,False,3.2259156703948975,3.2259156703948975,-1.0783976316452026,2_fall_litter
1186,0,0,701,False,-1,True,290,True,22,54,236,291,88.86335754394531,0.8663439154624939,3,2,6.845056533813477,6.066976547241211,9.44033145904541,290,False,6.066976547241211,6.066976547241211,0.7142884135246277,4_cleared_timeout
1196,0,0,701,False,-1,True,271,True,23,74,386,448,65.53553771972656,0.9421218037605286,7,2,6.925724506378174,6.008761882781982,11.227096557617188,271,False,2.5249834060668945,2.5249834060668945,0.8622708320617676,2_fall_litter
1205,0,1,701,False,-1,True,454,True,26,36,118,125,50.83384704589844,1.0419886112213135,0,0,8.359140396118164,6.009918212890625,1.178073763847351,699,True,0.5332954525947571,-0.7133811712265015,8.901958465576172,success
1228,0,1,701,False,-1,False,-1,True,23,45,128,175,82.82003784179688,0.8121669888496399,1,1,9.169650077819824,6.050384044647217,0.8988086581230164,699,True,nan,-0.2822100520133972,8.982483863830566,success
1248,1,1,701,False,-1,False,-1,True,21,63,122,364,141.2483367919922,1.3760840892791748,5,1,7.6412353515625,6.0505266189575195,0.2762173116207123,699,True,nan,0.7525299191474915,8.959168434143066,success
