episode,policy,reach,strict_success,discounted_return,undiscounted_return,absorbed,lower_route,entered_1_2,reached_y_below_2,shortcut,stuck_other,first_departure_1_2,first_departure_2_3,hazard_landings,route_class,departure_time,first_departure_cell,time_to_goal,death_time
141,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
142,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
143,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
144,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
145,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
146,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,8
147,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
148,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
149,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
150,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
151,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
152,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
153,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
154,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
155,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
156,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
157,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,5,"(2,3)",,7
158,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,4
159,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
160,O_bc0.2,1.0,1.0,10.4358392792333,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,lower,2,"(1,2)",11,
161,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
162,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
163,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
164,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
165,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
166,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
167,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
168,O_bc0.2,1.0,1.0,10.4358392792333,40.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,4,"(1,2)",11,
169,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
170,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
171,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
172,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
173,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",8,
174,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,8
175,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
176,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
177,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,6
178,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
179,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
180,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
181,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
182,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
183,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,6
184,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,8
185,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
186,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
187,O_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
188,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
189,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
190,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
191,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
192,O_bc0.2,1.0,0.0,0.6983372960937497,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",8,10
193,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
194,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",8,
195,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
196,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
197,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
198,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
199,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
0,P_bc0.5,1.0,1.0,9.268302247718463,38.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",13,
1,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
2,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",10,
3,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
4,P_bc0.5,1.0,1.0,6.008172545171877,31.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,7,"(1,2)",20,
5,P_bc0.5,1.0,1.0,12.46460101087197,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
6,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
7,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
8,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
9,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
10,P_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",8,
11,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
12,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,6
13,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
14,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
15,P_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",8,
16,P_bc0.5,1.0,1.0,0.4499056342075816,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",46,
17,P_bc0.5,1.0,1.0,2.9798113143170455,21.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,7,"(1,2)",30,
18,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
19,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
20,P_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",8,
21,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
22,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
23,P_bc0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,
24,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,lower,1,"(1,2)",,46
25,P_bc0.5,1.0,1.0,8.26465092989607,36.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",14,
26,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,lower,10,"(1,2)",,19
27,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",9,
28,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
29,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
30,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
31,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
32,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
33,P_bc0.5,1.0,1.0,4.931771393939913,28.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",23,
34,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
35,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
36,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
37,P_bc0.5,1.0,1.0,5.272333020228028,29.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",22,
38,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",10,
39,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
40,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,4,"(2,3)",9,
41,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
42,P_bc0.5,1.0,1.0,8.727942160055825,37.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,6,"(2,3)",14,
43,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
44,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
45,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
46,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,3,"(2,3)",,4
47,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
48,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
49,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,3,"(2,3)",7,
50,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
51,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
52,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
53,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
54,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,3,"(2,3)",,4
55,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
56,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,lower,2,"(1,2)",,7
57,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
58,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
59,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
60,P_bc0.5,1.0,1.0,8.214600076776321,36.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,5,"(1,2)",15,
61,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
62,P_bc0.5,1.0,1.0,7.751308846616568,35.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",15,
63,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,3,"(2,3)",,5
64,P_bc0.5,1.0,1.0,4.300880981241181,26.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",25,
65,P_bc0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",,
66,P_bc0.5,1.0,1.0,0.9028314692026955,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",42,
67,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,lower,1,"(1,2)",,6
68,P_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",8,
69,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
70,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
71,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
72,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",10,
73,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
74,P_bc0.5,1.0,1.0,4.931771393939913,28.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",23,
75,P_bc0.5,1.0,1.0,0.664762699165842,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",44,
76,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
77,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,lower,2,"(2,3)",,6
78,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,11
79,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,11
80,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,8
81,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,3,"(2,3)",,5
82,P_bc0.5,1.0,1.0,6.4053868636300955,32.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,12,"(1,2)",19,
83,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,6
84,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
85,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
86,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",9,
87,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,8
88,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,7,"(2,3)",,8
89,P_bc0.5,1.0,1.0,6.823507198849272,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",18,
90,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
91,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,8
92,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
93,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,4,"(2,3)",,5
94,P_bc0.5,1.0,1.0,6.823507198849272,33.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,4,"(1,2)",18,
95,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
96,P_bc0.5,1.0,1.0,2.3455255249230413,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",32,
97,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
98,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
99,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
100,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,lower,2,"(2,3)",,17
101,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
102,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
103,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",9,
104,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
105,P_bc0.5,1.0,1.0,2.5392370093815426,19.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,15,"(1,2)",32,
106,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,10
107,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,4,"(2,3)",9,
108,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,4
109,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,7
110,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,13,"(2,3)",,21
111,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
112,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
