episode,reset_seed,policy,reach,strict_success,discounted_return,undiscounted_return,absorbed,lower_route,entered_1_2,reached_y_below_2,shortcut,stuck_other,first_fork_landing_1_2,first_fork_landing_2_3,hazard_landings,route_class,fork_time,first_fork_landing_cell,time_to_goal,death_time
159,9300159,P_bc0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,lower,2,"(0,3)",,15
160,9300160,P_bc0.2,1.0,1.0,9.837102339994921,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,lower,1,"(0,3)",12,
161,9300161,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
162,9300162,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
163,9300163,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stuck_other,-1,none,9,
164,9300164,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,shortcut,1,"(0,3)",9,
165,9300165,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stuck_other,-1,none,9,
166,9300166,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
167,9300167,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
168,9300168,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,shortcut,7,"(0,3)",,13
169,9300169,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,6
170,9300170,P_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stuck_other,-1,none,8,
171,9300171,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
172,9300172,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
173,9300173,P_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,shortcut,2,"(0,3)",10,
174,9300174,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,1,"(2,3)",,8
175,9300175,P_bc0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",,
176,9300176,P_bc0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",,
177,9300177,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,6
178,9300178,P_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
179,9300179,P_bc0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",,
180,9300180,P_bc0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",,
181,9300181,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,3,"(2,3)",,7
182,9300182,P_bc0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,lower,1,"(2,3)",,6
183,9300183,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,stuck_other,-1,none,,5
184,9300184,P_bc0.2,1.0,1.0,0.5545795889308367,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",45,
185,9300185,P_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
186,9300186,P_bc0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,lower,1,"(1,2)",,8
187,9300187,P_bc0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stuck_other,-1,none,,
188,9300188,P_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
189,9300189,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
190,9300190,P_bc0.2,1.0,1.0,6.823507198849272,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,1,"(2,3)",18,
191,9300191,P_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
192,9300192,P_bc0.2,1.0,0.0,0.6983372960937497,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",8,10
193,9300193,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
194,9300194,P_bc0.2,1.0,1.0,8.727942160055825,37.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,lower,1,"(0,3)",14,
195,9300195,P_bc0.2,1.0,1.0,2.3353301836357523,18.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",33,
196,9300196,P_bc0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,lower,1,"(2,3)",,5
197,9300197,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
198,9300198,P_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
199,9300199,P_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
0,9300000,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",9,
1,9300001,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
2,9300002,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
3,9300003,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
4,9300004,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,shortcut,1,"(1,3)",,6
5,9300005,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
6,9300006,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
7,9300007,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
8,9300008,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,6
9,9300009,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
10,9300010,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
11,9300011,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
12,9300012,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",,6
13,9300013,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
14,9300014,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
15,9300015,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",7,
16,9300016,O_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",10,
17,9300017,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
18,9300018,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,5
19,9300019,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
20,9300020,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,1,"(2,3)",8,
21,9300021,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
22,9300022,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
23,9300023,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,8
24,9300024,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,stuck_other,-1,none,,9
25,9300025,O_bc0.2,1.0,1.0,12.46460101087197,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",7,
26,9300026,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
27,9300027,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",9,
28,9300028,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
29,9300029,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
30,9300030,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
31,9300031,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
32,9300032,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
33,9300033,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
34,9300034,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
35,9300035,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
36,9300036,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
37,9300037,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",9,
38,9300038,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,1,"(2,3)",,7
39,9300039,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
40,9300040,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
41,9300041,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
42,9300042,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
43,9300043,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
44,9300044,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
45,9300045,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
46,9300046,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
47,9300047,O_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",10,
48,9300048,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
49,9300049,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
50,9300050,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
51,9300051,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
52,9300052,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
53,9300053,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
54,9300054,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
55,9300055,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
56,9300056,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
57,9300057,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
58,9300058,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
59,9300059,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
60,9300060,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
61,9300061,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
62,9300062,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
63,9300063,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
64,9300064,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",,8
65,9300065,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
66,9300066,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,5
67,9300067,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,3,"(2,3)",,5
68,9300068,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
69,9300069,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
70,9300070,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
71,9300071,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
72,9300072,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,shortcut,1,"(2,3)",,12
73,9300073,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
74,9300074,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
75,9300075,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
76,9300076,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
77,9300077,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,6
78,9300078,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
79,9300079,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
80,9300080,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
81,9300081,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
82,9300082,O_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,shortcut,2,"(1,3)",10,
83,9300083,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,1,"(2,3)",,6
84,9300084,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,stuck_other,-1,none,8,
85,9300085,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
86,9300086,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
87,9300087,O_bc0.2,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,1,"(2,3)",10,
88,9300088,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",8,
89,9300089,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,7
90,9300090,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
91,9300091,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,shortcut,1,"(2,3)",,10
92,9300092,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
93,9300093,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,shortcut,1,"(0,3)",,5
94,9300094,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
95,9300095,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
96,9300096,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
97,9300097,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
98,9300098,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
99,9300099,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
100,9300100,O_bc0.2,1.0,1.0,7.72692509766079,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,1,"(2,3)",16,
101,9300101,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
102,9300102,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
103,9300103,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
104,9300104,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
105,9300105,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,shortcut,1,"(2,3)",,9
106,9300106,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
107,9300107,O_bc0.2,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
108,9300108,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
109,9300109,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
110,9300110,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
111,9300111,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
112,9300112,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,5
113,9300113,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
114,9300114,O_bc0.2,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",8,
115,9300115,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
116,9300116,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
117,9300117,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,4
118,9300118,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
119,9300119,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,1,"(2,3)",,7
120,9300120,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",,7
121,9300121,O_bc0.2,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,1,"(2,3)",7,
122,9300122,O_bc0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,1,"(2,3)",,3
