group,ep,t,x,y,z,a01_best__f1,a01_best__f2,a01_best__f_min,a01_best__f_mean,a0_best__f1,a0_best__f2,a0_best__f_min,a0_best__f_mean
good,20,81,2.7073,0.0747,0.6202,-25.88753,-17.72183,-25.88753,-21.80468,-20.16085,-26.19435,-26.19435,-23.17760
good,20,91,2.7785,0.0575,0.5749,-25.54842,-18.59296,-25.54842,-22.07069,-19.73480,-28.20712,-28.20712,-23.97096
good,20,101,2.7961,0.0632,0.5594,-25.25950,-19.14827,-25.25950,-22.20388,-19.98225,-26.11626,-26.11626,-23.04926
good,20,111,2.8652,0.0694,0.5425,-24.40052,-18.51338,-24.40052,-21.45695,-19.54404,-24.64188,-24.64188,-22.09296
good,20,121,2.9183,0.0511,0.6444,-25.21428,-19.96381,-25.21428,-22.58905,-21.79983,-25.28325,-25.28325,-23.54154
good,20,131,2.9981,0.0738,0.5516,-24.09103,-18.51761,-24.09103,-21.30432,-21.48052,-23.08619,-23.08619,-22.28336
good,20,141,3.0752,0.0980,0.6354,-26.63759,-19.00999,-26.63759,-22.82379,-20.04851,-26.85966,-26.85966,-23.45408
good,20,151,3.1258,0.0889,0.5421,-24.91154,-18.07775,-24.91154,-21.49464,-19.46717,-27.53405,-27.53405,-23.50061
good,20,161,3.1862,0.0853,0.5528,-26.47800,-17.25628,-26.47800,-21.86714,-19.66846,-24.75319,-24.75319,-22.21082
good,20,171,3.2355,0.0778,0.5895,-24.66767,-16.37743,-24.66767,-20.52255,-20.01941,-24.81818,-24.81818,-22.41879
good,20,181,3.2801,0.0238,0.5723,-25.97955,-19.64548,-25.97955,-22.81252,-21.11566,-22.41963,-22.41963,-21.76764
good,20,191,3.3582,0.0043,0.5692,-26.19203,-18.12619,-26.19203,-22.15911,-19.26816,-23.31477,-23.31477,-21.29146
good,20,201,3.4100,-0.0476,0.5747,-26.01515,-18.06575,-26.01515,-22.04045,-21.19971,-19.16171,-21.19971,-20.18071
good,20,211,3.4668,0.0292,0.5697,-28.51347,-18.01718,-28.51347,-23.26533,-22.04689,-22.62927,-22.62927,-22.33808
good,20,221,3.5226,0.0403,0.5419,-28.35665,-18.57377,-28.35665,-23.46521,-19.64100,-18.52864,-19.64100,-19.08482
good,20,231,3.5830,0.0739,0.5304,-30.78295,-17.63125,-30.78295,-24.20710,-23.00366,-19.43174,-23.00366,-21.21770
good,20,241,3.6792,0.0425,0.4402,-29.81097,-19.29035,-29.81097,-24.55066,-21.15829,-21.09286,-21.15829,-21.12558
good,20,251,3.7355,0.0752,0.5958,-32.00790,-18.86749,-32.00790,-25.43769,-22.57147,-21.09255,-22.57147,-21.83201
good,20,261,3.8259,0.0610,0.5855,-32.76620,-19.07039,-32.76620,-25.91829,-20.01704,-19.99800,-20.01704,-20.00752
good,20,271,3.8900,0.0379,0.6094,-32.11170,-19.78468,-32.11170,-25.94819,-23.62012,-18.28275,-23.62012,-20.95143
good,20,281,3.9525,0.0448,0.5916,-37.19165,-21.19863,-37.19165,-29.19514,-24.19977,-18.54925,-24.19977,-21.37451
good,20,291,4.0165,0.1207,0.5715,-33.38551,-17.98159,-33.38551,-25.68355,-25.61304,-18.23788,-25.61304,-21.92546
good,20,301,4.0611,0.1049,0.5945,-35.90600,-19.07481,-35.90600,-27.49041,-22.50686,-19.22046,-22.50686,-20.86366
good,20,311,4.0982,0.0655,0.5614,-40.02169,-20.33258,-40.02169,-30.17713,-27.29890,-15.80455,-27.29890,-21.55172
good,20,321,4.1659,0.0999,0.5818,-39.56822,-21.07171,-39.56822,-30.31997,-25.08628,-16.82817,-25.08628,-20.95722
good,20,331,4.2027,0.0967,0.6527,-39.70545,-21.38346,-39.70545,-30.54446,-23.47907,-15.04143,-23.47907,-19.26025
good,20,341,4.2372,0.1457,0.6184,-39.96083,-23.59902,-39.96083,-31.77992,-24.08388,-16.41427,-24.08388,-20.24908
good,20,351,4.2853,0.1440,0.5346,-42.51006,-23.71631,-42.51006,-33.11318,-24.55019,-17.40750,-24.55019,-20.97885
good,20,361,4.3579,0.1527,0.6025,-41.96277,-20.37144,-41.96277,-31.16711,-23.20672,-18.23825,-23.20672,-20.72249
good,20,371,4.4239,0.1661,0.5141,-43.01264,-22.13391,-43.01264,-32.57328,-24.02348,-17.87183,-24.02348,-20.94765
good,20,381,4.4624,0.1578,0.6414,-41.87057,-23.58135,-41.87057,-32.72596,-22.85996,-17.01762,-22.85996,-19.93879
good,20,391,4.4998,0.1557,0.5721,-41.52142,-20.10378,-41.52142,-30.81260,-23.80333,-14.58961,-23.80333,-19.19647
good,20,401,4.5426,0.1277,0.6140,-46.14067,-24.77804,-46.14067,-35.45936,-21.36792,-13.85225,-21.36792,-17.61009
good,20,411,4.6033,0.1224,0.4764,-44.50143,-23.62641,-44.50143,-34.06392,-22.18597,-17.63346,-22.18597,-19.90971
good,20,421,4.6655,0.1238,0.6812,-43.40797,-24.08453,-43.40797,-33.74625,-22.09489,-17.36137,-22.09489,-19.72813
good,20,431,4.7335,0.1736,0.5823,-43.88131,-23.83874,-43.88131,-33.86002,-22.91994,-20.30728,-22.91994,-21.61361
good,20,441,4.7913,0.2370,0.5840,-45.11427,-23.60282,-45.11427,-34.35854,-16.04269,-14.21182,-16.04269,-15.12726
good,20,451,4.8727,0.1652,0.5510,-42.28720,-24.42250,-42.28720,-33.35485,-18.64226,-16.40644,-18.64226,-17.52435
good,20,461,4.9247,0.1160,0.5755,-39.86674,-21.56323,-39.86674,-30.71498,-14.16043,-16.50563,-16.50563,-15.33303
good,20,471,4.9528,0.1529,0.6332,-37.39899,-22.78518,-37.39899,-30.09208,-16.12431,-14.43965,-16.12431,-15.28198
good,20,481,5.0314,0.0761,0.4208,-38.30165,-23.97105,-38.30165,-31.13635,-18.50330,-13.40359,-18.50330,-15.95344
good,20,491,5.0919,0.0513,0.6167,-41.06919,-25.15240,-41.06919,-33.11080,-18.68771,-15.21569,-18.68771,-16.95170
good,20,501,5.1626,0.0529,0.5564,-43.53268,-23.56619,-43.53268,-33.54943,-15.19405,-13.86231,-15.19405,-14.52818
good,20,511,5.2208,0.1123,0.5843,-41.72104,-23.55847,-41.72104,-32.63976,-15.08123,-18.40095,-18.40095,-16.74109
good,20,521,5.2858,0.1376,0.5584,-44.09867,-23.13900,-44.09867,-33.61884,-16.32337,-15.03095,-16.32337,-15.67716
good,20,531,5.3753,0.1198,0.5947,-42.04462,-22.22468,-42.04462,-32.13465,-13.20446,-14.70740,-14.70740,-13.95593
good,20,541,5.4464,0.1271,0.6382,-43.35482,-23.07641,-43.35482,-33.21561,-16.56926,-14.10202,-16.56926,-15.33564
good,20,551,5.5085,0.1036,0.5701,-42.74257,-23.10789,-42.74257,-32.92523,-14.24818,-15.70413,-15.70413,-14.97616
good,20,561,5.5743,0.1000,0.5769,-45.65474,-23.61004,-45.65474,-34.63239,-10.90854,-14.99996,-14.99996,-12.95425
good,20,647,5.5060,8.7437,0.7658,-7.26089,-6.68240,-7.26089,-6.97165,-2.99974,-2.66636,-2.99974,-2.83305
good,20,657,4.4405,8.7945,0.5167,-10.93630,-8.74241,-10.93630,-9.83935,-8.31234,-4.12389,-8.31234,-6.21811
good,20,667,2.8565,8.6927,0.6285,-2.57249,-1.81591,-2.57249,-2.19420,-3.52527,-5.38226,-5.38226,-4.45376
good,21,26,2.2402,0.1152,0.5304,-25.47467,-20.84179,-25.47467,-23.15823,-17.89786,-23.90151,-23.90151,-20.89968
good,21,36,2.4826,0.1785,0.4987,-24.59993,-18.45416,-24.59993,-21.52704,-15.75678,-29.01328,-29.01328,-22.38503
good,21,46,2.5255,0.1346,0.6017,-24.49425,-18.02944,-24.49425,-21.26185,-17.07510,-31.11860,-31.11860,-24.09685
good,21,56,2.5930,0.1052,0.5532,-24.18053,-19.39403,-24.18053,-21.78728,-20.63607,-27.35791,-27.35791,-23.99699
good,21,66,2.6547,0.1258,0.5310,-24.53849,-17.25221,-24.53849,-20.89535,-16.71434,-26.97842,-26.97842,-21.84638
good,21,76,2.7245,0.0937,0.6728,-24.68979,-18.00788,-24.68979,-21.34884,-19.59411,-27.35167,-27.35167,-23.47289
good,21,86,2.7877,0.0657,0.7064,-25.23236,-18.04221,-25.23236,-21.63729,-19.32135,-28.78840,-28.78840,-24.05487
good,21,96,2.8470,0.0213,0.6101,-22.81462,-17.74314,-22.81462,-20.27888,-20.06190,-25.42782,-25.42782,-22.74486
good,21,106,2.9158,0.0480,0.6062,-24.88237,-17.74025,-24.88237,-21.31131,-20.84770,-27.56384,-27.56384,-24.20577
good,21,116,2.9854,0.0393,0.5210,-25.38845,-19.46765,-25.38845,-22.42805,-17.70113,-25.00401,-25.00401,-21.35257
good,21,126,3.0314,0.1236,0.5970,-27.01349,-17.57541,-27.01349,-22.29445,-20.92766,-25.02869,-25.02869,-22.97818
good,21,136,3.1014,0.1559,0.6335,-25.70689,-17.55773,-25.70689,-21.63231,-21.69581,-27.25853,-27.25853,-24.47717
good,21,146,3.1206,0.1267,0.5045,-25.78302,-17.76675,-25.78302,-21.77488,-18.86116,-26.97981,-26.97981,-22.92048
good,21,156,3.1590,0.1164,0.6048,-28.36503,-16.20537,-28.36503,-22.28520,-18.70308,-28.04887,-28.04887,-23.37598
good,21,166,3.2194,0.0918,0.6114,-26.93483,-15.54568,-26.93483,-21.24026,-21.86851,-25.32748,-25.32748,-23.59799
good,21,176,3.2585,0.0557,0.6379,-24.90827,-16.21036,-24.90827,-20.55931,-19.28959,-23.76957,-23.76957,-21.52958
good,21,186,3.3227,0.0514,0.6139,-24.80015,-18.43196,-24.80015,-21.61605,-21.12346,-24.76191,-24.76191,-22.94268
good,21,196,3.3546,0.0338,0.5561,-28.51350,-17.92558,-28.51350,-23.21954,-20.06605,-22.87439,-22.87439,-21.47022
good,21,206,3.4180,0.1137,0.6444,-27.47341,-18.69884,-27.47341,-23.08613,-19.78535,-23.69122,-23.69122,-21.73829
good,21,216,3.4881,0.1245,0.5868,-30.06382,-17.04148,-30.06382,-23.55265,-23.35414,-23.15324,-23.35414,-23.25369
good,21,226,3.5700,0.1151,0.7996,-29.75212,-16.54878,-29.75212,-23.15045,-20.94452,-22.09065,-22.09065,-21.51759
good,21,236,3.6424,0.1249,0.4713,-29.56347,-19.06636,-29.56347,-24.31491,-19.00238,-21.86736,-21.86736,-20.43487
good,21,246,3.7066,0.0889,0.6196,-32.80901,-18.56377,-32.80901,-25.68639,-22.62087,-18.92465,-22.62087,-20.77276
good,21,256,3.7677,0.0775,0.5477,-34.93152,-19.15801,-34.93152,-27.04477,-21.13220,-19.66909,-21.13220,-20.40065
good,21,266,3.8363,0.0565,0.5958,-33.22454,-19.74409,-33.22454,-26.48432,-21.03462,-18.09809,-21.03462,-19.56635
good,21,276,3.9095,0.0541,0.4963,-32.21151,-18.87821,-32.21151,-25.54486,-23.27067,-17.64265,-23.27067,-20.45666
good,21,286,3.9762,0.0491,0.5890,-35.66461,-19.85361,-35.66461,-27.75911,-24.81522,-16.85870,-24.81522,-20.83696
good,21,296,4.0346,0.0769,0.5639,-37.35285,-19.98476,-37.35285,-28.66881,-25.76978,-19.11102,-25.76978,-22.44040
good,21,306,4.0875,0.0350,0.5741,-36.42347,-20.69759,-36.42347,-28.56053,-24.00315,-16.41775,-24.00315,-20.21045
good,21,316,4.1503,0.0247,0.5661,-35.55522,-20.76484,-35.55522,-28.16003,-27.22886,-16.16982,-27.22886,-21.69934
good,21,326,4.1911,-0.0020,0.6096,-39.44200,-20.61576,-39.44200,-30.02888,-26.81702,-16.89179,-26.81702,-21.85440
good,21,336,4.2786,-0.0003,0.6089,-37.21882,-22.44925,-37.21882,-29.83404,-25.96347,-13.46913,-25.96347,-19.71630
good,21,346,4.3536,0.0364,0.6038,-37.29276,-23.20461,-37.29276,-30.24868,-26.99424,-16.28239,-26.99424,-21.63832
good,21,356,4.4034,0.0731,0.5623,-38.23169,-20.78128,-38.23169,-29.50648,-28.32359,-17.16353,-28.32359,-22.74356
good,21,366,4.4894,0.0667,0.6217,-39.57283,-21.75512,-39.57283,-30.66398,-22.35890,-14.63579,-22.35890,-18.49734
good,21,376,4.5634,0.0548,0.5369,-38.93250,-22.52646,-38.93250,-30.72948,-24.02460,-14.25472,-24.02460,-19.13966
good,21,386,4.6508,0.0363,0.5695,-41.17396,-23.79573,-41.17396,-32.48485,-25.02636,-15.19142,-25.02636,-20.10889
good,21,396,4.6866,0.0239,0.4948,-40.78389,-23.54876,-40.78389,-32.16632,-25.26896,-14.05903,-25.26896,-19.66400
good,21,406,4.7323,0.0033,0.5549,-43.09424,-24.19554,-43.09424,-33.64489,-26.06487,-11.48997,-26.06487,-18.77742
good,21,416,4.7944,-0.0016,0.5031,-42.41229,-23.61890,-42.41229,-33.01560,-25.66176,-12.64353,-25.66176,-19.15265
good,21,426,4.8069,-0.0331,0.5466,-42.96972,-21.95191,-42.96972,-32.46082,-26.32717,-10.96219,-26.32717,-18.64468
good,21,436,4.8526,-0.0451,0.6652,-41.45475,-22.85365,-41.45475,-32.15420,-23.30672,-14.68583,-23.30672,-18.99627
good,21,446,4.9002,-0.0386,0.5319,-37.35384,-23.30227,-37.35384,-30.32806,-27.50591,-13.50069,-27.50591,-20.50330
good,21,456,4.9607,0.0207,0.6089,-43.26317,-25.59321,-43.26317,-34.42819,-23.05259,-17.46177,-23.05259,-20.25718
good,21,466,5.0354,0.0351,0.6700,-44.04996,-23.13079,-44.04996,-33.59038,-23.97363,-15.19014,-23.97363,-19.58189
good,21,476,5.0919,0.0480,0.4709,-39.24011,-23.13329,-39.24011,-31.18670,-20.68086,-11.92384,-20.68086,-16.30235
good,21,486,5.1657,0.0387,0.6348,-43.67707,-23.24001,-43.67707,-33.45854,-20.98393,-13.66488,-20.98393,-17.32440
good,21,496,5.2171,0.0435,0.5676,-43.32465,-22.68332,-43.32465,-33.00399,-20.82052,-14.86453,-20.82052,-17.84253
good,21,506,5.2739,0.0317,0.5346,-40.72883,-22.56067,-40.72883,-31.64475,-19.99294,-13.63374,-19.99294,-16.81334
good,21,516,5.3162,-0.0098,0.5411,-42.45276,-19.41064,-42.45276,-30.93170,-17.15663,-13.53644,-17.15663,-15.34653
good,21,526,5.3863,-0.0015,0.5429,-42.41691,-21.66551,-42.41691,-32.04121,-17.64087,-11.84478,-17.64087,-14.74282
good,21,536,5.4421,-0.0034,0.6811,-44.91168,-24.17948,-44.91168,-34.54558,-20.81343,-13.66295,-20.81343,-17.23819
good,21,546,5.4938,0.0191,0.6159,-44.21784,-23.77463,-44.21784,-33.99623,-19.82192,-14.56060,-19.82192,-17.19126
good,21,556,5.5504,0.0539,0.5258,-41.01844,-22.83447,-41.01844,-31.92645,-19.54078,-16.24264,-19.54078,-17.89171
good,21,641,5.7126,8.4953,0.5642,-4.72108,-11.50373,-11.50373,-8.11240,-14.67895,-14.96919,-14.96919,-14.82407
good,21,651,3.8474,8.6147,0.4593,-12.40416,-7.57025,-12.40416,-9.98720,-17.69861,-15.41127,-17.69861,-16.55494
good,22,25,2.2210,0.9269,0.5574,-8.39372,-19.07967,-19.07967,-13.73669,-7.18594,-23.20417,-23.20417,-15.19506
good,22,35,3.3433,0.9606,0.5338,-6.15405,-19.60456,-19.60456,-12.87931,-9.79461,-17.24366,-17.24366,-13.51913
good,22,45,4.2877,0.9211,0.5122,-2.81422,-17.05887,-17.05887,-9.93654,-10.33447,-23.11564,-23.11564,-16.72506
good,22,55,4.8656,0.8761,0.5068,-8.86513,-20.62562,-20.62562,-14.74537,-9.41461,-21.91105,-21.91105,-15.66283
good,22,65,5.4039,0.8939,0.5361,-9.86217,-15.08487,-15.08487,-12.47352,-7.37802,-21.77781,-21.77781,-14.57792
good,22,163,5.6448,7.3416,0.4382,-18.03082,-25.87917,-25.87917,-21.95500,-30.78087,-29.97262,-30.78087,-30.37675
good,22,173,4.8916,7.6797,0.6459,-16.19533,-18.20982,-18.20982,-17.20258,-16.69565,-24.53453,-24.53453,-20.61509
good,22,183,3.0958,8.0113,0.5824,-7.30167,-16.29958,-16.29958,-11.80062,-13.46812,-16.09984,-16.09984,-14.78398
good,23,24,2.2062,-0.9952,0.5589,-8.36073,-9.65639,-9.65639,-9.00856,-11.91063,-12.48188,-12.48188,-12.19626
good,23,34,3.0876,-0.8496,0.6572,-10.42345,-8.18425,-10.42345,-9.30385,-12.71278,-13.49516,-13.49516,-13.10397
good,23,44,3.3066,-0.7325,0.5461,-12.06795,-9.06779,-12.06795,-10.56787,-12.77467,-12.34710,-12.77467,-12.56089
good,23,54,3.4678,-0.7656,0.6119,-12.13705,-8.76957,-12.13705,-10.45331,-13.44586,-8.73158,-13.44586,-11.08872
good,23,64,3.6301,-0.7815,0.5671,-12.02186,-9.00105,-12.02186,-10.51146,-13.35552,-10.02915,-13.35552,-11.69234
good,23,74,3.8052,-0.7742,0.5621,-11.08189,-8.11892,-11.08189,-9.60041,-13.63961,-8.88838,-13.63961,-11.26399
good,23,84,3.9981,-0.7854,0.5817,-10.82092,-6.99453,-10.82092,-8.90773,-11.94823,-11.57218,-11.94823,-11.76021
good,23,94,4.2123,-0.7834,0.5688,-11.67352,-8.25379,-11.67352,-9.96366,-14.27460,-10.25300,-14.27460,-12.26380
good,23,104,4.3684,-0.7630,0.5365,-11.84658,-7.95613,-11.84658,-9.90135,-13.75287,-9.58394,-13.75287,-11.66840
good,23,114,4.5380,-0.8328,0.5647,-8.39069,-6.36046,-8.39069,-7.37558,-12.50052,-8.71971,-12.50052,-10.61012
good,23,124,4.8230,-0.8523,0.5622,-8.73670,-5.32703,-8.73670,-7.03187,-9.28618,-8.03093,-9.28618,-8.65855
good,23,215,5.7033,8.2346,0.5676,-5.41350,-14.63846,-14.63846,-10.02598,-15.51608,-12.63980,-15.51608,-14.07794
good,23,225,3.9118,8.2109,0.4038,-13.30093,-5.86160,-13.30093,-9.58126,-12.14432,-8.35960,-12.14432,-10.25196
good,24,23,2.1998,-0.9737,0.5545,-9.64512,-12.79439,-12.79439,-11.21976,-13.95749,-16.09184,-16.09184,-15.02467
good,24,33,3.3046,-0.9684,0.5618,-7.68597,-9.30954,-9.30954,-8.49776,-13.26718,-15.56626,-15.56626,-14.41672
good,24,43,4.3157,-0.9098,0.5592,-10.26873,-10.18875,-10.26873,-10.22874,-14.27917,-15.18214,-15.18214,-14.73065
good,24,53,4.6933,-0.8152,0.5399,-13.92631,-9.31875,-13.92631,-11.62253,-15.72834,-13.95115,-15.72834,-14.83975
good,24,63,4.9521,-0.8306,0.5665,-13.77634,-11.77992,-13.77634,-12.77813,-11.60464,-12.62321,-12.62321,-12.11393
good,24,73,5.1873,-0.7597,0.5560,-14.86659,-10.53416,-14.86659,-12.70038,-14.75562,-17.43212,-17.43212,-16.09387
good,24,83,5.3088,-0.7391,0.5983,-16.88403,-9.32733,-16.88403,-13.10568,-14.87996,-15.72904,-15.72904,-15.30450
good,24,93,5.4315,-0.7590,0.5178,-12.15489,-10.00786,-12.15489,-11.08137,-8.63659,-13.35188,-13.35188,-10.99424
good,24,103,5.5744,-0.7163,0.5790,-20.64987,-9.76297,-20.64987,-15.20642,-13.28777,-14.23039,-14.23039,-13.75908
good,24,191,5.2557,8.8391,0.8246,-6.48129,-10.16156,-10.16156,-8.32143,-4.39835,-12.06451,-12.06451,-8.23143
good,24,201,3.9912,8.5999,0.4963,-7.77490,-9.55990,-9.55990,-8.66740,-15.02862,-5.95051,-15.02862,-10.48956
good,24,211,2.7470,8.6334,0.5666,-8.46891,-6.87756,-8.46891,-7.67323,-0.84529,-1.75252,-1.75252,-1.29891
good,24,377,2.9132,8.8786,0.3808,-65.66885,-62.83671,-65.66885,-64.25278,-77.32558,-53.86435,-77.32558,-65.59496
good,24,387,2.6585,8.8091,0.2673,-51.29539,-49.57286,-51.29539,-50.43412,-62.33712,-48.79665,-62.33712,-55.56689
good,24,397,2.7020,8.8593,0.2663,-53.22614,-61.32161,-61.32161,-57.27388,-75.85011,-50.61744,-75.85011,-63.23377
good,24,407,2.8044,8.8475,0.2675,-74.64588,-57.89318,-74.64588,-66.26953,-72.47969,-46.24103,-72.47969,-59.36036
good,24,417,2.7641,8.8522,0.2671,-62.30593,-63.13145,-63.13145,-62.71869,-78.50423,-75.25788,-78.50423,-76.88106
good,24,427,2.7572,8.7752,0.2670,-67.98113,-69.12890,-69.12890,-68.55502,-66.65277,-62.49443,-66.65277,-64.57360
good,24,437,2.7327,8.8228,0.2674,-75.15251,-66.66273,-75.15251,-70.90762,-69.30380,-59.65764,-69.30380,-64.48072
good,24,447,2.7348,8.8206,0.2673,-76.08432,-65.90360,-76.08432,-70.99396,-68.34034,-60.71873,-68.34034,-64.52953
good,24,457,2.7348,8.8185,0.2672,-75.68669,-64.97963,-75.68669,-70.33316,-70.02859,-62.59800,-70.02859,-66.31329
good,24,467,2.7353,8.8158,0.2672,-75.99975,-65.37753,-75.99975,-70.68864,-71.24448,-64.32460,-71.24448,-67.78454
good,24,477,2.7369,8.8133,0.2672,-73.77568,-65.18515,-73.77568,-69.48042,-79.89770,-74.29279,-79.89770,-77.09525
good,24,487,2.7172,8.8221,0.2673,-69.41238,-63.51186,-69.41238,-66.46212,-83.99415,-100.18921,-100.18921,-92.09167
good,24,497,2.8792,8.8262,0.2744,-76.43591,-75.23699,-76.43591,-75.83645,-103.59653,-98.39548,-103.59653,-100.99600
good,24,507,2.7825,8.7018,0.2670,-90.26042,-84.10723,-90.26042,-87.18382,-97.81166,-90.03416,-97.81166,-93.92291
good,24,517,2.7692,8.7774,0.2676,-98.11353,-84.25459,-98.11353,-91.18407,-106.71122,-111.67320,-111.67320,-109.19221
good,24,527,2.7716,8.7540,0.2677,-86.02411,-83.23577,-86.02411,-84.62994,-118.18465,-86.53291,-118.18465,-102.35878
good,24,537,2.9804,8.7406,0.2691,-61.00174,-59.60559,-61.00174,-60.30366,-85.42672,-67.40758,-85.42672,-76.41714
good,24,547,2.7838,8.6694,0.2775,-65.96967,-69.58139,-69.58139,-67.77553,-91.48238,-87.53848,-91.48238,-89.51042
good,24,557,2.9084,8.7279,0.2670,-74.28806,-73.68394,-74.28806,-73.98599,-104.91438,-89.21556,-104.91438,-97.06497
good,24,567,2.8435,8.7594,0.2668,-75.25019,-70.59092,-75.25019,-72.92056,-86.73720,-69.55272,-86.73720,-78.14496
good,24,577,2.8351,8.7670,0.2690,-76.09384,-69.43858,-76.09384,-72.76620,-96.80886,-69.44221,-96.80886,-83.12553
good,24,587,2.8211,8.7255,0.2669,-80.95506,-84.36217,-84.36217,-82.65862,-91.78285,-84.59753,-91.78285,-88.19019
good,24,597,2.8489,8.7975,0.2679,-70.00195,-80.75317,-80.75317,-75.37756,-90.28513,-89.86888,-90.28513,-90.07701
good,24,607,2.9632,8.7940,0.2684,-70.05145,-64.19650,-70.05145,-67.12398,-96.14310,-90.71758,-96.14310,-93.43034
good,24,617,2.8856,8.8069,0.2672,-65.99946,-70.28813,-70.28813,-68.14380,-90.81803,-80.01736,-90.81803,-85.41769
good,24,627,2.9247,8.7960,0.2669,-77.04213,-72.28621,-77.04213,-74.66417,-103.03111,-89.85051,-103.03111,-96.44081
good,24,637,2.8271,8.7632,0.2671,-82.03757,-79.55877,-82.03757,-80.79817,-91.39913,-96.37140,-96.37140,-93.88527
good,24,647,2.9399,8.8844,0.2657,-65.08695,-57.18794,-65.08695,-61.13745,-88.61286,-73.43003,-88.61286,-81.02145
good,24,657,3.0717,8.8307,0.2642,-88.53512,-71.37317,-88.53512,-79.95415,-79.71426,-78.78669,-79.71426,-79.25047
good,24,667,2.9294,8.6960,0.2596,-56.93025,-62.04215,-62.04215,-59.48620,-63.24963,-72.92004,-72.92004,-68.08484
good,24,677,3.0069,8.8102,0.2668,-48.42223,-53.45257,-53.45257,-50.93740,-78.54965,-70.40913,-78.54965,-74.47939
good,24,687,3.0160,8.8087,0.2760,-53.36819,-49.52821,-53.36819,-51.44820,-80.52304,-67.90662,-80.52304,-74.21483
good,24,697,3.0896,8.8845,0.2676,-30.92098,-30.95744,-30.95744,-30.93921,-64.00694,-62.13283,-64.00694,-63.06989
good,24,707,3.1758,8.9212,0.2672,-51.13971,-66.51250,-66.51250,-58.82611,-72.04380,-61.20281,-72.04380,-66.62331
good,24,717,3.3132,8.8473,0.2669,-77.00889,-66.53117,-77.00889,-71.77003,-74.52206,-76.16759,-76.16759,-75.34483
good,24,727,3.2002,8.8663,0.2659,-95.18033,-84.63898,-95.18033,-89.90965,-83.71494,-75.26080,-83.71494,-79.48787
good,24,737,3.2701,8.8125,0.2672,-43.99540,-62.63346,-62.63346,-53.31443,-81.37540,-83.98033,-83.98033,-82.67786
good,24,747,3.3069,8.7406,0.2668,-54.21355,-68.06859,-68.06859,-61.14107,-80.75290,-49.16436,-80.75290,-64.95863
good,24,757,3.1988,8.8361,0.2671,-58.90940,-65.38112,-65.38112,-62.14526,-79.32896,-51.98872,-79.32896,-65.65884
good,24,767,3.2654,8.8757,0.2672,-87.72932,-77.89018,-87.72932,-82.80975,-93.93867,-73.79346,-93.93867,-83.86607
good,24,777,3.2441,8.8488,0.2671,-90.20774,-85.78370,-90.20774,-87.99572,-88.69884,-57.16936,-88.69884,-72.93410
good,24,787,3.1368,8.8215,0.2680,-75.11335,-82.81323,-82.81323,-78.96329,-87.60436,-77.64618,-87.60436,-82.62527
good,24,797,3.1275,8.7974,0.2669,-58.01929,-59.78502,-59.78502,-58.90215,-78.81692,-66.98827,-78.81692,-72.90260
good,25,20,2.2493,0.9481,0.5392,-9.86067,-23.39649,-23.39649,-16.62858,-8.42200,-21.31060,-21.31060,-14.86630
good,25,30,3.3414,0.9578,0.5798,-9.18730,-22.01384,-22.01384,-15.60057,-6.02560,-24.96246,-24.96246,-15.49403
good,25,40,4.3469,0.9178,0.5032,-4.84249,-14.52409,-14.52409,-9.68329,-7.08324,-21.26969,-21.26969,-14.17646
good,25,50,5.1154,0.8998,0.5466,-7.18495,-15.35693,-15.35693,-11.27094,-7.32016,-20.14152,-20.14152,-13.73084
good,25,132,5.5414,9.1186,0.6175,-9.44210,-2.43979,-9.44210,-5.94095,-11.53932,-23.58215,-23.58215,-17.56074
good,25,142,4.4794,8.9120,0.6735,-12.07291,-10.02346,-12.07291,-11.04819,-14.22591,-13.70149,-14.22591,-13.96370
good,25,152,4.2083,8.8769,0.5863,-17.05666,-14.74837,-17.05666,-15.90251,-13.66654,-18.71758,-18.71758,-16.19206
good,25,162,3.8828,8.4705,0.5086,-17.92896,-12.47408,-17.92896,-15.20152,-26.05496,-27.79675,-27.79675,-26.92585
good,25,172,3.0106,8.9058,0.8751,-16.98102,-16.25632,-16.98102,-16.61867,-28.66620,-27.41497,-28.66620,-28.04058
good,25,182,2.8265,8.2505,0.6909,-17.27941,-13.67557,-17.27941,-15.47749,-31.02753,-23.03712,-31.02753,-27.03232
good,25,192,3.3346,8.7974,0.8251,-5.90946,-9.28730,-9.28730,-7.59838,-22.78513,-19.24175,-22.78513,-21.01344
good,25,720,2.2134,8.8388,0.7525,-30.67884,-20.05538,-30.67884,-25.36711,-41.15301,-31.91298,-41.15301,-36.53299
good,25,730,2.6798,8.9361,0.2670,-27.08502,-30.91669,-30.91669,-29.00086,-39.18303,-29.92282,-39.18303,-34.55293
good,25,740,2.6051,8.9765,0.2670,-37.06692,-33.48546,-37.06692,-35.27619,-52.63796,-34.32397,-52.63796,-43.48096
good,25,750,2.5179,8.9697,0.2858,-6.12332,-26.98349,-26.98349,-16.55340,-26.95597,-33.08930,-33.08930,-30.02264
good,25,760,2.4316,8.9189,0.2665,-32.40331,-35.36333,-35.36333,-33.88332,-41.36613,-47.13630,-47.13630,-44.25121
good,25,770,2.5078,8.8932,0.2698,-31.47243,-34.71675,-34.71675,-33.09459,-43.13562,-36.38941,-43.13562,-39.76251
