group,ep,t,x,y,z,a01_best__f1,a01_best__f2,a01_best__f_min,a01_best__f_mean,a0_best__f1,a0_best__f2,a0_best__f_min,a0_best__f_mean
bad_k0,100000,24,2.6874,1.1106,0.5541,-13.45866,-17.00589,-17.00589,-15.23227,-7.16601,-22.28321,-22.28321,-14.72461
bad_k0,100001,30,2.6896,1.0054,0.5708,-13.90975,-17.42377,-17.42377,-15.66676,-11.10786,-22.38171,-22.38171,-16.74479
bad_k0,100002,24,2.6585,1.1598,0.5080,-13.79194,-18.91830,-18.91830,-16.35512,-14.76419,-24.17809,-24.17809,-19.47114
bad_k0,100003,28,2.7499,1.0729,0.5491,-16.73195,-18.59076,-18.59076,-17.66135,-12.73467,-22.74885,-22.74885,-17.74176
bad_k0,100004,26,2.7869,1.0690,0.5059,-14.68724,-17.15328,-17.15328,-15.92026,-10.83214,-22.48612,-22.48612,-16.65913
bad_k0,100005,62,4.0867,-1.0211,0.5100,-7.05677,-9.24727,-9.24727,-8.15202,-11.93255,-13.01968,-13.01968,-12.47612
bad_k0,100006,50,4.6137,-1.0246,0.4815,-9.90663,-10.72845,-10.72845,-10.31754,-11.71856,-14.62010,-14.62010,-13.16933
bad_k0,100007,28,2.7235,1.0923,0.5289,-11.54195,-16.55061,-16.55061,-14.04628,-6.15040,-24.82716,-24.82716,-15.48878
bad_k0,100008,34,3.2251,-1.0614,0.5328,-11.14400,-10.21677,-11.14400,-10.68038,-11.45763,-12.26214,-12.26214,-11.85989
bad_k0,100009,24,2.7108,1.1163,0.5535,-15.05689,-17.74529,-17.74529,-16.40109,-13.37255,-19.69523,-19.69523,-16.53389
bad_k0,100010,49,4.6583,-1.1056,0.4612,-11.96357,-12.48480,-12.48480,-12.22418,-8.89035,-14.22765,-14.22765,-11.55900
bad_k0,100011,25,2.6183,1.0346,0.5606,-14.51058,-20.74109,-20.74109,-17.62584,-14.76497,-29.29897,-29.29897,-22.03197
bad_k0,100012,54,4.7729,-1.0532,0.4749,-8.42291,-10.20090,-10.20090,-9.31190,-5.29928,-11.42561,-11.42561,-8.36245
bad_k0,100013,41,3.2118,-1.0291,0.4753,-10.49696,-12.55852,-12.55852,-11.52774,-12.96607,-14.68133,-14.68133,-13.82370
bad_k0,100014,24,2.6233,1.1056,0.5548,-9.89095,-13.00203,-13.00203,-11.44649,-11.74373,-22.93447,-22.93447,-17.33910
bad_k0,100015,25,2.7173,1.0052,0.5090,-14.26193,-19.25728,-19.25728,-16.75960,-18.31482,-23.83763,-23.83763,-21.07623
bad_k0,100016,50,4.5234,-1.1276,0.6189,-7.51452,-8.98612,-8.98612,-8.25032,-14.10812,-17.68494,-17.68494,-15.89653
bad_k0,100017,29,2.7321,1.0688,0.5431,-12.91684,-18.18191,-18.18191,-15.54938,-11.78316,-28.08845,-28.08845,-19.93580
bad_k0,100018,33,2.6700,1.0281,0.5719,-13.73379,-12.32708,-13.73379,-13.03044,-9.61145,-22.12683,-22.12683,-15.86914
bad_k0,100019,33,2.7793,1.1097,0.5128,-11.53066,-19.28695,-19.28695,-15.40881,-8.27067,-24.53195,-24.53195,-16.40131
bad_k0,100020,24,2.7026,1.0976,0.5629,-13.74797,-17.85657,-17.85657,-15.80227,-7.71067,-24.86535,-24.86535,-16.28801
bad_k0,100021,25,2.5988,1.0659,0.5471,-9.79704,-13.64812,-13.64812,-11.72258,-12.62131,-26.13369,-26.13369,-19.37750
bad_k0,100022,52,4.5306,-1.0234,0.4988,-9.61493,-8.81605,-9.61493,-9.21549,-9.94714,-9.01396,-9.94714,-9.48055
bad_k0,100023,78,5.1202,-1.0377,0.4928,-7.58696,-9.47562,-9.47562,-8.53129,-10.63163,-14.15123,-14.15123,-12.39143
bad_k0,100024,42,4.1235,0.9267,0.5871,-10.32945,-22.95060,-22.95060,-16.64002,-8.14572,-30.46866,-30.46866,-19.30719
bad_k0,100025,30,3.1773,-1.0791,0.5246,-10.30021,-9.54210,-10.30021,-9.92116,-13.53622,-12.28474,-13.53622,-12.91048
bad_k0,100026,29,2.6362,1.1047,0.5688,-14.21887,-15.53617,-15.53617,-14.87752,-10.79400,-22.11769,-22.11769,-16.45584
bad_k0,100027,34,2.8634,1.0105,0.5216,-10.26430,-13.57672,-13.57672,-11.92051,-8.63271,-23.81537,-23.81537,-16.22404
bad_k0,100028,30,2.6154,1.0311,0.5194,-13.26933,-14.99468,-14.99468,-14.13200,-8.18012,-20.95229,-20.95229,-14.56621
bad_k0,100029,48,4.7075,-1.1621,0.4641,-5.15704,-9.55826,-9.55826,-7.35765,-4.45146,-9.63943,-9.63943,-7.04545
bad_k0,100030,35,3.2068,-1.0709,0.4624,-9.04962,-10.30459,-10.30459,-9.67710,-10.50026,-12.54811,-12.54811,-11.52419
bad_k0,100031,30,2.6791,1.0777,0.5196,-11.90140,-17.86701,-17.86701,-14.88421,-8.41394,-26.92226,-26.92226,-17.66810
bad_k0,100032,36,2.9867,1.0130,0.5658,-11.35720,-16.06365,-16.06365,-13.71042,-8.40067,-20.58070,-20.58070,-14.49068
bad_k0,100033,29,2.7046,1.0488,0.5483,-12.02442,-16.20680,-16.20680,-14.11561,-10.02840,-23.11019,-23.11019,-16.56929
bad_k0,100034,42,3.3729,-1.0138,0.4350,-9.88423,-8.04622,-9.88423,-8.96522,-14.30969,-16.44855,-16.44855,-15.37912
bad_k0,100035,34,3.3387,-1.0681,0.4604,-11.00086,-12.19599,-12.19599,-11.59842,-14.30847,-12.50253,-14.30847,-13.40550
bad_k0,100036,32,2.8098,1.2480,0.5131,-12.85190,-19.13782,-19.13782,-15.99486,-5.46209,-25.97851,-25.97851,-15.72030
bad_k0,100037,28,2.8126,0.9122,0.5480,-12.69866,-17.11710,-17.11710,-14.90788,-14.35958,-23.02130,-23.02130,-18.69044
bad_k0,100038,49,4.6511,-0.9316,0.6306,-7.51649,-11.28889,-11.28889,-9.40269,-10.88137,-14.11138,-14.11138,-12.49637
bad_k0,100039,48,4.6343,-1.0729,0.5144,-11.24099,-12.57939,-12.57939,-11.91019,-10.94753,-17.43224,-17.43224,-14.18989
bad_k0,100040,43,4.5404,-1.1401,0.5011,-9.70839,-15.96608,-15.96608,-12.83723,-14.26565,-20.30429,-20.30429,-17.28497
bad_k0,100041,29,2.8515,1.1479,0.5229,-10.13379,-16.08709,-16.08709,-13.11044,-6.58231,-22.85944,-22.85944,-14.72088
bad_k0,100042,47,4.5170,-1.1331,0.5220,-9.93518,-10.22106,-10.22106,-10.07812,-15.33870,-14.31628,-15.33870,-14.82749
bad_k0,100043,32,2.6502,1.2127,0.5322,-5.89656,-16.54501,-16.54501,-11.22079,-8.16595,-18.85912,-18.85912,-13.51253
bad_k0,100044,24,2.6013,1.0717,0.5694,-13.99190,-16.56198,-16.56198,-15.27694,-11.91166,-21.83529,-21.83529,-16.87348
bad_k0,100045,25,2.6556,1.0126,0.5198,-11.63043,-17.32473,-17.32473,-14.47758,-14.51280,-19.53138,-19.53138,-17.02209
bad_k0,100046,48,4.4514,-1.0197,0.5074,-12.48850,-13.56003,-13.56003,-13.02426,-14.50898,-14.41046,-14.50898,-14.45972
bad_k0,100047,25,2.7199,1.0178,0.5108,-17.10447,-17.60364,-17.60364,-17.35406,-11.97484,-21.20301,-21.20301,-16.58892
bad_k0,100048,33,3.2294,-1.0059,0.4722,-9.51290,-9.88313,-9.88313,-9.69801,-14.20837,-13.16878,-14.20837,-13.68857
bad_k0,100049,32,2.7844,1.0122,0.5764,-13.43906,-13.33815,-13.43906,-13.38861,-12.01289,-19.98013,-19.98013,-15.99651
bad_k0,100050,94,5.4723,-1.0126,0.4917,-11.26660,-10.54575,-11.26660,-10.90617,-11.30112,-17.78667,-17.78667,-14.54390
bad_k0,100051,29,2.6807,1.0945,0.5339,-9.42977,-14.72562,-14.72562,-12.07770,-13.86281,-20.49108,-20.49108,-17.17694
bad_k0,100052,31,2.7483,1.0608,0.6054,-10.99221,-15.22525,-15.22525,-13.10873,-7.56064,-18.46535,-18.46535,-13.01300
bad_k0,100053,47,4.5730,-1.1290,0.5137,-8.14158,-8.94235,-8.94235,-8.54197,-13.24040,-16.45051,-16.45051,-14.84546
bad_k0,100054,49,4.5455,-1.0370,0.5442,-8.71405,-11.10641,-11.10641,-9.91023,-16.91005,-13.79294,-16.91005,-15.35149
bad_k0,100055,48,4.7139,-1.1183,0.4589,-9.87765,-13.52786,-13.52786,-11.70275,-11.60874,-14.94490,-14.94490,-13.27682
bad_k1,100000,25,2.9059,0.7968,0.3798,-12.68576,-14.72976,-14.72976,-13.70776,-14.40733,-25.60314,-25.60314,-20.00524
bad_k1,100001,31,2.8659,0.7685,0.3797,-14.62227,-15.39510,-15.39510,-15.00869,-14.67950,-29.48635,-29.48635,-22.08293
bad_k1,100002,25,2.8587,0.7531,0.3797,-12.85247,-14.55818,-14.55818,-13.70533,-14.22149,-29.26846,-29.26846,-21.74498
bad_k1,100003,29,2.9724,0.7902,0.3797,-10.72071,-15.48577,-15.48577,-13.10324,-15.68610,-29.26407,-29.26407,-22.47509
bad_k1,100004,27,2.9569,0.7905,0.3797,-11.69835,-13.84436,-13.84436,-12.77136,-14.06806,-26.04711,-26.04711,-20.05759
bad_k1,100005,63,4.2433,-0.7821,0.3796,-11.99267,-9.08649,-11.99267,-10.53958,-13.23182,-14.66914,-14.66914,-13.95048
bad_k1,100006,51,4.8371,-0.7405,0.3796,-14.21622,-12.15521,-14.21622,-13.18571,-14.08159,-17.21545,-17.21545,-15.64852
bad_k1,100007,29,2.8958,0.7909,0.3797,-12.40995,-14.48572,-14.48572,-13.44783,-13.29288,-27.48834,-27.48834,-20.39061
bad_k1,100008,35,3.4525,-0.7876,0.4541,-8.55447,-6.69327,-8.55447,-7.62387,-9.92959,-10.40524,-10.40524,-10.16742
bad_k1,100009,25,2.9547,0.8055,0.3798,-12.34334,-15.21439,-15.21439,-13.77886,-15.32370,-25.62698,-25.62698,-20.47534
bad_k1,100010,50,4.8886,-0.8388,0.3796,-10.47163,-10.99313,-10.99313,-10.73238,-10.17953,-16.26857,-16.26857,-13.22405
bad_k1,100011,26,2.8074,0.8332,0.3797,-9.88713,-15.14753,-15.14753,-12.51733,-13.47883,-29.63346,-29.63346,-21.55614
bad_k1,100012,55,4.9571,-0.7137,0.3796,-15.05499,-10.71627,-15.05499,-12.88563,-12.79448,-13.84523,-13.84523,-13.31986
bad_k1,100013,42,3.4567,-0.7589,0.3859,-9.69705,-7.43918,-9.69705,-8.56811,-11.34152,-11.21596,-11.34152,-11.27874
bad_k1,100014,25,2.8087,0.8208,0.3797,-10.65874,-12.73836,-12.73836,-11.69855,-11.36330,-23.86308,-23.86308,-17.61319
bad_k1,100015,26,2.8622,0.8044,0.3797,-11.90850,-15.41760,-15.41760,-13.66305,-13.81400,-29.88831,-29.88831,-21.85115
bad_k1,100016,51,4.7481,-0.7739,0.3797,-14.52121,-9.53252,-14.52121,-12.02687,-13.16644,-15.56310,-15.56310,-14.36477
bad_k1,100017,30,2.8967,0.7473,0.3796,-13.73279,-14.43396,-14.43396,-14.08338,-13.88401,-27.34592,-27.34592,-20.61496
bad_k1,100018,34,2.7695,0.7188,0.3796,-14.09998,-13.65847,-14.09998,-13.87922,-14.16298,-25.37227,-25.37227,-19.76763
bad_k1,100019,34,2.9999,0.7007,0.3796,-14.13250,-15.04077,-15.04077,-14.58664,-15.26105,-27.10049,-27.10049,-21.18077
bad_k1,100020,25,2.8388,0.7919,0.3796,-11.90677,-13.37549,-13.37549,-12.64113,-12.52052,-23.18877,-23.18877,-17.85464
bad_k1,100021,26,2.7675,0.8722,0.3797,-8.77431,-13.62680,-13.62680,-11.20056,-11.67894,-26.21177,-26.21177,-18.94536
bad_k1,100022,53,4.7018,-0.8172,0.3796,-10.19825,-8.94526,-10.19825,-9.57175,-11.24856,-13.48749,-13.48749,-12.36802
bad_k1,100023,79,5.2877,-0.6969,0.3796,-13.62667,-12.94995,-13.62667,-13.28831,-14.00966,-18.20954,-18.20954,-16.10960
bad_k1,100024,43,4.1939,0.8425,0.3797,-11.63406,-23.02976,-23.02976,-17.33191,-15.20305,-29.22272,-29.22272,-22.21289
bad_k1,100025,31,3.3632,-0.7800,0.3796,-10.78625,-6.77227,-10.78625,-8.77926,-10.71737,-10.17233,-10.71737,-10.44485
bad_k1,100026,30,2.8388,0.7873,0.3797,-12.61675,-14.48405,-14.48405,-13.55040,-13.40688,-25.90675,-25.90675,-19.65681
bad_k1,100027,35,2.9021,0.7399,0.3797,-14.41586,-15.32026,-15.32026,-14.86806,-14.72079,-29.08874,-29.08874,-21.90477
bad_k1,100028,31,2.7741,0.8307,0.3797,-10.48625,-12.35470,-12.35470,-11.42047,-15.10798,-27.76545,-27.76545,-21.43671
bad_k1,100029,49,4.7885,-0.8693,0.3797,-8.05896,-11.00676,-11.00676,-9.53286,-7.31070,-15.46270,-15.46270,-11.38670
bad_k1,100030,36,3.3665,-0.8067,0.4223,-10.43071,-7.09391,-10.43071,-8.76231,-11.23694,-12.54151,-12.54151,-11.88922
bad_k1,100031,31,2.7856,0.8234,0.3796,-11.78741,-14.64334,-14.64334,-13.21537,-12.15120,-27.75868,-27.75868,-19.95494
bad_k1,100032,37,3.1947,0.7919,0.3796,-10.57876,-16.06311,-16.06311,-13.32093,-14.29749,-24.21822,-24.21822,-19.25785
bad_k1,100033,30,2.9372,0.6576,0.3796,-15.88532,-13.92117,-15.88532,-14.90325,-15.42514,-24.90775,-24.90775,-20.16644
bad_k1,100034,43,3.4854,-0.7606,0.4296,-10.84493,-6.04244,-10.84493,-8.44368,-7.62428,-11.13401,-11.13401,-9.37914
bad_k1,100035,35,3.4504,-0.7656,0.3797,-13.46541,-9.42661,-13.46541,-11.44601,-14.36128,-13.49786,-14.36128,-13.92957
bad_k1,100036,33,2.7864,0.9510,0.3798,-16.98819,-21.62436,-21.62436,-19.30628,-9.61518,-37.04338,-37.04338,-23.32928
bad_k1,100037,29,2.8737,0.8242,0.3797,-9.44506,-14.08528,-14.08528,-11.76517,-15.07154,-29.36297,-29.36297,-22.21725
bad_k1,100038,50,4.6351,-0.8074,0.3818,-8.45560,-10.20742,-10.20742,-9.33151,-7.47326,-13.71367,-13.71367,-10.59346
bad_k1,100039,49,4.8399,-0.6822,0.3796,-17.15423,-12.12815,-17.15423,-14.64119,-15.61746,-18.28921,-18.28921,-16.95333
bad_k1,100040,44,4.7418,-0.8561,0.3797,-11.24340,-10.61550,-11.24340,-10.92945,-11.22154,-15.93368,-15.93368,-13.57761
bad_k1,100041,30,2.8832,0.8034,0.3798,-13.53178,-16.46626,-16.46626,-14.99902,-11.47640,-27.07219,-27.07219,-19.27430
bad_k1,100042,48,4.6585,-0.7999,0.3796,-12.64548,-11.96020,-12.64548,-12.30284,-12.37740,-16.51015,-16.51015,-14.44378
bad_k1,100043,33,2.6188,1.0232,0.3995,-17.20465,-16.24232,-17.20465,-16.72348,-19.22315,-28.21667,-28.21667,-23.71991
bad_k1,100044,25,2.8334,0.8318,0.3797,-11.98589,-15.53155,-15.53155,-13.75872,-15.16664,-32.42663,-32.42663,-23.79664
bad_k1,100045,26,2.8669,0.8113,0.3797,-11.01977,-13.59166,-13.59166,-12.30572,-13.55894,-26.44365,-26.44365,-20.00130
bad_k1,100046,49,4.6140,-0.7125,0.3796,-15.39661,-10.89853,-15.39661,-13.14757,-17.42999,-17.48619,-17.48619,-17.45809
bad_k1,100047,26,2.8647,0.7803,0.3797,-10.80791,-12.78326,-12.78326,-11.79559,-12.49882,-23.76959,-23.76959,-18.13420
bad_k1,100048,34,3.3294,-0.7676,0.4024,-12.25208,-6.37510,-12.25208,-9.31359,-11.40907,-13.91402,-13.91402,-12.66154
bad_k1,100049,33,2.9199,0.7767,0.3796,-12.61804,-13.88595,-13.88595,-13.25199,-12.55416,-19.97104,-19.97104,-16.26260
bad_k1,100050,95,5.6055,-0.7417,0.3796,-16.18024,-11.34900,-16.18024,-13.76462,-9.84483,-19.96057,-19.96057,-14.90270
bad_k1,100051,30,2.6146,0.8313,0.3798,-16.46358,-17.82814,-17.82814,-17.14586,-15.30232,-28.81644,-28.81644,-22.05938
bad_k1,100052,32,2.9380,0.8137,0.3796,-9.64886,-12.05432,-12.05432,-10.85159,-10.78393,-19.53875,-19.53875,-15.16134
bad_k1,100053,48,4.6935,-0.8197,0.3796,-11.08765,-10.20638,-11.08765,-10.64702,-13.06568,-16.40349,-16.40349,-14.73458
bad_k1,100054,50,4.7352,-0.8040,0.3796,-10.15208,-8.99628,-10.15208,-9.57418,-12.42930,-12.90971,-12.90971,-12.66951
bad_k1,100055,49,4.8425,-0.8029,0.3796,-12.59371,-11.48451,-12.59371,-12.03911,-13.97310,-17.90063,-17.90063,-15.93686
good,0,22,2.1706,1.1962,0.5398,-6.10480,-12.13742,-12.13742,-9.12111,-8.33316,-16.70547,-16.70547,-12.51931
good,0,32,3.3480,1.1458,0.5369,-8.34074,-12.77574,-12.77574,-10.55824,-10.56069,-18.18357,-18.18357,-14.37213
good,0,42,3.8264,0.9227,0.5337,-8.72001,-11.97393,-11.97393,-10.34697,-9.62801,-20.69362,-20.69362,-15.16082
good,0,52,4.0047,0.7641,0.7636,-18.54928,-17.43631,-18.54928,-17.99279,-15.69193,-20.42433,-20.42433,-18.05813
good,0,62,4.1749,0.6896,0.5852,-18.49820,-17.36369,-18.49820,-17.93095,-16.54428,-21.23702,-21.23702,-18.89065
good,0,72,4.2911,0.7641,0.5130,-20.52970,-14.58586,-20.52970,-17.55778,-14.20012,-22.66148,-22.66148,-18.43080
good,0,82,4.4377,0.7572,0.5412,-18.89454,-17.11244,-18.89454,-18.00349,-12.67370,-22.77020,-22.77020,-17.72195
good,0,92,4.5544,0.7338,0.5603,-20.08764,-18.09477,-20.08764,-19.09120,-10.01097,-20.93752,-20.93752,-15.47425
good,0,102,4.6962,0.6858,0.5842,-22.26390,-18.58936,-22.26390,-20.42663,-11.62553,-17.00590,-17.00590,-14.31571
good,0,112,4.7713,0.6723,0.5409,-22.21868,-19.34612,-22.21868,-20.78240,-14.03094,-22.38296,-22.38296,-18.20695
good,0,122,4.8853,0.6912,0.6514,-25.57257,-21.23632,-25.57257,-23.40445,-13.10691,-21.57250,-21.57250,-17.33971
good,0,132,4.9809,0.6614,0.6251,-24.29509,-19.32453,-24.29509,-21.80981,-13.12322,-19.88260,-19.88260,-16.50291
good,0,142,5.0941,0.6327,0.6114,-29.21490,-18.30320,-29.21490,-23.75905,-14.64212,-23.08402,-23.08402,-18.86307
good,0,152,5.1745,0.7092,0.6557,-22.49543,-16.17470,-22.49543,-19.33506,-14.92005,-22.92764,-22.92764,-18.92385
good,0,162,5.2809,0.7250,0.6320,-23.18565,-18.27307,-23.18565,-20.72936,-13.47364,-20.44581,-20.44581,-16.95972
good,0,172,5.4189,0.8041,0.6041,-20.81090,-17.78154,-20.81090,-19.29622,-8.07008,-19.60657,-19.60657,-13.83832
good,0,182,5.5640,0.8004,0.4868,-21.66678,-16.15808,-21.66678,-18.91243,-10.80922,-20.53419,-20.53419,-15.67170
good,0,274,4.9110,8.4444,0.5586,-11.06755,-11.02724,-11.06755,-11.04739,-9.31054,-9.84026,-9.84026,-9.57540
good,0,284,3.0297,7.8967,0.6526,-9.61690,-11.03648,-11.03648,-10.32669,-9.60427,-14.21843,-14.21843,-11.91135
good,2,23,2.2667,-1.1552,0.5432,-5.83307,-10.99180,-10.99180,-8.41244,-10.58666,-14.88257,-14.88257,-12.73462
good,2,33,3.3823,-1.0666,0.5433,-6.28091,-9.08836,-9.08836,-7.68463,-9.05517,-11.95080,-11.95080,-10.50298
good,2,43,4.1837,-1.0862,0.5670,-7.08301,-10.41570,-10.41570,-8.74936,-8.58331,-12.56799,-12.56799,-10.57565
good,2,53,5.0896,-1.1184,0.5735,-4.11447,-10.66069,-10.66069,-7.38758,-7.47713,-12.70967,-12.70967,-10.09340
good,2,142,5.3854,9.0743,0.5378,-5.62195,-5.79213,-5.79213,-5.70704,-9.29309,-12.18080,-12.18080,-10.73695
good,2,152,3.8972,8.9164,0.6723,-6.78543,-1.04293,-6.78543,-3.91418,-9.39930,-9.22778,-9.39930,-9.31354
good,2,162,2.4916,8.9756,0.5759,-0.45126,1.36786,-0.45126,0.45830,-16.45246,-14.34637,-16.45246,-15.39942
good,3,30,2.2555,0.0579,0.5148,-24.55177,-18.41732,-24.55177,-21.48455,-16.70811,-21.63017,-21.63017,-19.16914
good,3,40,2.4498,-0.0464,0.5513,-20.52635,-17.45819,-20.52635,-18.99227,-15.37891,-23.17125,-23.17125,-19.27508
good,3,50,2.5332,-0.0687,0.5533,-21.49405,-17.93213,-21.49405,-19.71309,-15.75320,-23.43157,-23.43157,-19.59238
good,3,60,2.6012,-0.0717,0.5793,-21.14502,-17.85826,-21.14502,-19.50164,-16.66878,-23.76047,-23.76047,-20.21462
good,3,70,2.6488,-0.0101,0.5921,-20.38236,-17.01890,-20.38236,-18.70063,-15.21697,-23.86257,-23.86257,-19.53977
good,3,80,2.7225,-0.0475,0.7245,-19.94884,-17.11074,-19.94884,-18.52979,-14.86471,-21.40182,-21.40182,-18.13326
good,3,90,2.7892,-0.0847,0.6740,-20.53934,-17.31436,-20.53934,-18.92685,-15.72469,-22.75278,-22.75278,-19.23874
good,3,100,2.8712,-0.1155,0.6001,-22.12104,-17.32798,-22.12104,-19.72451,-15.85818,-21.48813,-21.48813,-18.67315
good,3,110,2.9370,-0.0970,0.5116,-21.90422,-17.20549,-21.90422,-19.55486,-17.99265,-20.19025,-20.19025,-19.09145
good,3,120,3.0091,-0.0947,0.5589,-20.42466,-15.99574,-20.42466,-18.21020,-17.32731,-19.30050,-19.30050,-18.31391
good,3,130,3.0727,-0.0749,0.5603,-21.29564,-16.67074,-21.29564,-18.98319,-18.24292,-18.95769,-18.95769,-18.60031
good,3,140,3.1322,-0.0603,0.5207,-20.16566,-16.70460,-20.16566,-18.43513,-17.58347,-19.54347,-19.54347,-18.56347
good,3,150,3.1852,-0.0290,0.5795,-22.29446,-17.64142,-22.29446,-19.96794,-18.26559,-23.23811,-23.23811,-20.75185
good,3,160,3.2440,-0.0111,0.4756,-20.99764,-16.26614,-20.99764,-18.63189,-16.39018,-20.36703,-20.36703,-18.37861
good,3,170,3.3148,-0.0190,0.5913,-24.38694,-17.84690,-24.38694,-21.11692,-17.72165,-19.61909,-19.61909,-18.67037
good,3,180,3.3614,-0.0376,0.6298,-23.40921,-17.67332,-23.40921,-20.54126,-18.08339,-19.59603,-19.59603,-18.83971
good,3,190,3.4073,-0.0691,0.5792,-24.50048,-17.25499,-24.50048,-20.87774,-18.13855,-18.82987,-18.82987,-18.48421
good,3,200,3.4607,-0.0645,0.5796,-25.43170,-15.93671,-25.43170,-20.68421,-19.69710,-17.70814,-19.69710,-18.70262
good,3,210,3.5115,-0.0701,0.5807,-26.29503,-16.07067,-26.29503,-21.18285,-22.25331,-22.13354,-22.25331,-22.19343
good,3,220,3.5849,-0.0248,0.5472,-26.21242,-18.55492,-26.21242,-22.38367,-21.01894,-19.22796,-21.01894,-20.12345
good,3,230,3.6335,0.0442,0.6255,-26.32744,-17.32127,-26.32744,-21.82435,-19.39136,-18.33775,-19.39136,-18.86456
good,3,240,3.7132,0.0759,0.6144,-27.49313,-17.66376,-27.49313,-22.57844,-21.21662,-17.93433,-21.21662,-19.57548
good,3,250,3.7762,0.0592,0.4777,-27.11047,-17.80141,-27.11047,-22.45594,-20.32372,-20.24543,-20.32372,-20.28457
good,3,260,3.8648,0.0526,0.5631,-27.76950,-18.39610,-27.76950,-23.08280,-21.77465,-19.20781,-21.77465,-20.49123
good,3,270,3.9247,0.0314,0.6021,-31.50154,-19.33387,-31.50154,-25.41771,-20.93088,-17.16074,-20.93088,-19.04581
good,3,280,4.0068,0.0221,0.5829,-31.24733,-18.49702,-31.24733,-24.87217,-20.15115,-17.58927,-20.15115,-18.87021
good,3,290,4.0641,0.0448,0.5357,-28.17284,-17.57844,-28.17284,-22.87564,-21.02098,-17.09607,-21.02098,-19.05852
good,3,300,4.1398,0.0471,0.5312,-29.30992,-19.24888,-29.30992,-24.27940,-20.42363,-19.40226,-20.42363,-19.91294
good,3,310,4.2080,0.0520,0.5770,-30.90467,-18.11410,-30.90467,-24.50939,-20.60563,-16.49283,-20.60563,-18.54923
good,3,320,4.2657,0.0591,0.5187,-32.51195,-18.77460,-32.51195,-25.64328,-22.53151,-15.06264,-22.53151,-18.79707
good,3,330,4.3393,0.0025,0.4807,-30.15307,-18.82745,-30.15307,-24.49026,-21.03438,-18.15278,-21.03438,-19.59358
good,3,340,4.3931,-0.0560,0.6602,-29.28335,-18.66709,-29.28335,-23.97522,-20.27495,-13.17343,-20.27495,-16.72419
good,3,350,4.4541,-0.0579,0.5373,-31.68995,-21.02491,-31.68995,-26.35743,-21.83928,-13.42936,-21.83928,-17.63432
good,3,360,4.5060,-0.0651,0.6003,-35.75190,-20.49429,-35.75190,-28.12309,-24.38234,-13.75120,-24.38234,-19.06677
good,3,370,4.5846,-0.0042,0.5381,-33.62970,-22.07455,-33.62970,-27.85213,-22.95850,-15.02757,-22.95850,-18.99304
good,3,380,4.6148,0.0531,0.5744,-36.78847,-19.90265,-36.78847,-28.34556,-25.72760,-20.16582,-25.72760,-22.94671
good,3,390,4.6820,0.0754,0.5706,-37.11421,-20.97589,-37.11421,-29.04505,-20.58753,-16.15988,-20.58753,-18.37370
good,3,400,4.7731,0.0832,0.5176,-36.20383,-20.32969,-36.20383,-28.26676,-20.18830,-16.95239,-20.18830,-18.57034
good,3,410,4.8277,0.0375,0.5758,-34.56235,-22.20602,-34.56235,-28.38419,-20.48201,-14.64991,-20.48201,-17.56596
good,3,420,4.8669,-0.0076,0.6320,-35.50645,-21.10847,-35.50645,-28.30746,-20.81753,-13.12295,-20.81753,-16.97024
good,3,430,4.9298,-0.0558,0.5226,-37.48678,-22.03554,-37.48678,-29.76116,-22.85350,-16.20905,-22.85350,-19.53127
good,3,440,5.0014,-0.0405,0.5977,-34.56402,-21.07164,-34.56402,-27.81783,-18.49268,-13.81736,-18.49268,-16.15502
good,3,450,5.0804,-0.0234,0.5798,-36.41708,-21.14777,-36.41708,-28.78242,-18.63874,-12.59680,-18.63874,-15.61777
good,3,460,5.1348,0.0296,0.6232,-38.25092,-23.48106,-38.25092,-30.86599,-16.80963,-17.67944,-17.67944,-17.24454
good,3,470,5.1798,0.0626,0.5440,-38.71105,-20.27189,-38.71105,-29.49147,-14.62337,-16.27296,-16.27296,-15.44816
good,3,480,5.2696,0.0298,0.5883,-33.52131,-19.40258,-33.52131,-26.46195,-15.22433,-14.28189,-15.22433,-14.75311
good,3,490,5.3202,0.0005,0.6936,-33.17437,-20.98851,-33.17437,-27.08144,-14.61340,-17.23253,-17.23253,-15.92297
good,3,500,5.4018,-0.0326,0.7112,-36.22630,-20.93771,-36.22630,-28.58200,-14.40526,-16.03621,-16.03621,-15.22074
good,3,510,5.4654,-0.0587,0.6450,-35.92913,-20.03027,-35.92913,-27.97970,-14.12589,-13.56248,-14.12589,-13.84418
good,3,520,5.5457,-0.0854,0.5509,-33.72940,-19.06094,-33.72940,-26.39517,-15.28212,-15.77152,-15.77152,-15.52682
good,3,596,5.7235,8.5252,0.6362,-4.40374,-7.32476,-7.32476,-5.86425,-2.65988,-12.00425,-12.00425,-7.33206
good,3,606,5.1387,8.8894,0.5553,-3.56421,-3.61652,-3.61652,-3.59036,-4.69413,-13.30744,-13.30744,-9.00079
good,3,616,4.4227,8.9268,0.6097,-1.12324,-2.36471,-2.36471,-1.74397,-0.56713,-12.50084,-12.50084,-6.53399
good,3,626,4.0506,8.9708,0.4926,0.14201,-6.09870,-6.09870,-2.97834,-6.71542,-11.76223,-11.76223,-9.23882
